	sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	resolved	target_skipped
2015	66	7	45	0	his	True	-6	15	140	280	280	384	152	152	152	152	-6	his	False	P	False	3	1	1	0
2016	66	7	201	0	his	True	-6	16	208	208	208	208	204	204	204	660	-6	his	False	P	False	3	1	1	0
2017	66	7	157	0	his	True	-6	17	184	520	520	520	0	0	0	0	-6	his	False	P	False	3	1	1	0
2018	66	7	205	0	his	True	-6	18	376	376	376	376	0	0	0	0	-6	his	False	P	False	3	1	1	0
2019	66	7	174	0	his	True	-6	19	168	168	168	168	100	100	100	284	-6	his	False	P	False	3	1	1	0
2022	66	7	144	0	his	True	-6	22	612	612	884	1096	292	292	292	1472	-6	his	False	P	False	3	1	1	0
2023	66	7	27	0	his	True	-6	23	132	132	132	132	224	344	344	1348	-6	his	False	P	False	3	1	1	0
2024	66	7	127	0	his	True	-6	24	440	440	440	440	0	0	0	0	-6	his	False	P	False	3	1	1	0
2025	66	7	116	0	his	True	-6	25	168	168	168	168	268	268	660	1204	-6	his	False	P	False	3	1	1	0
2026	66	7	25	0	his	True	-6	27	216	504	504	504	228	228	228	228	-6	his	False	P	False	3	1	1	0
2027	66	7	52	0	his	True	-6	28	172	172	172	344	240	240	240	240	-6	his	False	P	False	3	1	1	0
2028	66	7	132	0	his	True	-6	29	324	324	324	424	284	284	284	284	-6	his	False	P	False	3	1	1	0
2029	66	7	101	0	his	True	-6	30	280	896	896	896	0	0	0	0	-6	his	False	P	False	3	1	1	0
2031	66	7	114	0	his	True	-6	32	300	300	300	472	96	96	96	96	-6	his	False	P	False	3	1	1	0
2032	66	7	92	0	his	True	-6	33	112	112	112	112	140	140	296	904	-6	his	False	P	False	3	1	1	0
2033	66	7	155	0	his	True	-6	34	240	240	496	732	0	0	0	0	-6	his	False	P	False	3	1	1	0
2034	66	7	52	0	his	True	-6	35	156	156	156	156	120	120	120	656	-6	his	False	P	False	3	1	1	0
2035	66	7	111	0	his	True	-6	36	212	212	212	212	0	0	0	0	-6	his	False	P	False	3	1	1	0
2036	66	7	143	0	his	True	-6	37	172	172	172	172	248	248	248	248	-6	his	False	P	False	3	1	1	0
2037	66	7	131	0	his	True	-6	38	112	360	360	488	0	0	0	0	-6	his	False	P	False	3	1	1	0
2040	66	7	173	0	his	True	-6	41	208	208	208	208	268	268	268	268	-6	his	False	P	False	3	1	1	0
2041	66	7	151	0	his	True	-6	42	236	236	236	1140	404	404	404	404	-6	his	False	P	False	3	1	1	0
2042	66	7	156	0	his	True	-6	43	120	804	804	804	196	196	196	196	-6	his	False	P	False	3	1	1	0
2043	69	2	181	0	us	True	?	1	172	172	172	428	172	172	172	172	?	us	False	O	False	2	0	0	0
2046	69	2	4	0	us	True	?	4	240	396	396	396	160	160	160	160	?	us	False	O	False	2	0	0	0
2052	69	2	46	0	us	True	?	11	176	176	176	176	148	148	148	148	?	us	False	O	False	2	0	0	0
2055	69	2	141	0	us	True	?	14	240	240	240	240	220	220	220	220	?	us	False	O	False	2	0	0	0
2057	69	2	32	0	us	True	?	16	192	192	192	192	228	356	356	356	?	us	False	O	False	2	0	0	0
2058	69	2	139	0	us	True	?	17	132	132	132	324	136	136	136	136	?	us	False	O	False	2	0	0	0
2059	69	2	66	0	us	True	?	18	332	332	332	332	144	144	144	144	?	us	False	O	False	2	0	0	0
2062	69	2	68	0	us	True	?	21	176	176	176	176	196	276	276	276	?	us	False	O	False	2	0	0	0
2064	69	2	139	0	us	True	?	23	152	152	152	152	168	168	168	168	?	us	False	O	False	2	0	0	0
2065	69	2	33	0	us	True	?	24	136	136	136	136	0	0	0	0	?	us	False	O	False	2	0	0	0
2067	69	2	159	0	us	True	?	27	252	252	412	592	0	0	0	0	?	us	False	O	False	2	0	0	0
2070	69	2	7	0	us	True	?	30	28	28	28	276	196	196	380	988	?	us	False	O	False	2	0	0	0
2072	69	2	47	0	us	True	?	32	52	52	196	532	200	200	200	200	?	us	False	O	False	2	0	0	0
2073	69	2	176	0	us	True	?	33	140	140	140	140	60	204	400	628	?	us	False	O	False	2	0	0	0
2077	69	2	95	0	us	True	?	37	216	216	428	540	136	136	136	136	?	us	False	O	False	2	0	0	0
2078	69	2	185	0	us	True	?	38	324	324	324	324	116	116	116	116	?	us	False	O	False	2	0	0	0
2082	69	2	92	0	us	True	?	42	260	260	260	260	152	152	152	152	?	us	False	O	False	2	0	0	0
2083	69	2	198	0	us	True	?	43	112	112	112	112	176	176	176	176	?	us	False	O	False	2	0	0	0
2084	71	7	11	0	his	False	-6	1	280	280	280	280	680	680	680	1044	-6	his	False	P	False	3	0	1	0
2085	71	7	19	0	his	False	-6	2	208	208	208	428	220	220	220	844	-6	his	False	P	False	3	0	1	0
2086	71	7	53	0	his	False	-6	3	332	332	332	484	156	156	156	156	-6	his	False	P	False	3	0	1	0
2089	71	7	45	0	his	False	-6	6	224	224	224	488	0	0	0	0	-6	his	False	P	False	3	0	1	0
2090	71	7	9	0	his	False	-6	7	132	132	132	132	100	100	492	1916	-6	his	False	P	False	3	0	1	0
2092	71	7	56	0	his	False	-6	10	184	184	184	184	140	140	312	880	-6	his	False	P	False	3	0	1	0
2093	71	7	182	0	his	False	-6	11	204	204	204	392	128	292	292	292	-6	his	False	P	False	3	0	1	0
2095	71	7	64	0	his	False	-6	13	196	196	196	196	240	240	240	724	-6	his	False	P	False	3	0	1	0
2098	71	7	164	0	his	False	-6	16	228	228	228	228	152	760	1116	1236	-6	his	False	P	False	3	0	1	0
2099	71	7	36	0	his	False	-6	18	216	216	216	216	156	156	360	896	-6	his	False	P	False	3	0	1	0
2100	71	7	97	0	his	False	-6	19	232	232	232	232	64	64	64	452	-6	his	False	P	False	3	0	1	0
2104	71	7	23	0	his	False	-6	23	184	184	184	184	232	436	932	2888	-6	his	False	P	False	3	0	1	0
2106	71	7	130	0	his	False	-6	25	212	212	212	324	216	216	508	816	-6	his	False	P	False	3	0	1	0
2111	71	7	160	0	his	False	-6	31	140	268	268	268	60	252	252	604	-6	his	False	P	False	3	0	1	0
2113	71	7	126	0	his	False	-6	33	212	212	368	700	216	216	216	216	-6	his	False	P	False	3	0	1	0
2115	71	7	139	0	his	False	-6	35	224	224	224	224	164	308	308	1580	-6	his	False	P	False	3	0	1	0
2116	71	7	89	0	his	False	-6	36	184	184	184	184	116	116	116	596	-6	his	False	P	False	3	0	1	0
2118	71	7	103	0	his	False	-6	38	264	264	264	264	140	140	140	1976	-6	his	False	P	False	3	0	1	0
2119	71	7	103	0	his	False	-6	39	248	248	248	248	164	164	288	460	-6	his	False	P	False	3	0	1	0
2121	71	7	170	0	his	False	-6	41	184	184	184	316	168	168	168	168	-6	his	False	P	False	3	0	1	0
2122	71	7	29	0	his	False	-6	42	156	156	156	156	280	280	372	1440	-6	his	False	P	False	3	0	1	0
2249	75	7	119	0	his	True	?	2	204	204	204	692	0	0	0	0	?	his	False	P	False	3	1	0	0
2250	75	7	153	0	his	True	?	3	144	144	424	620	0	0	0	0	?	his	False	P	False	3	1	0	0
2251	75	7	130	0	his	True	?	4	184	184	184	184	312	312	312	1000	?	his	False	P	False	3	1	0	0
2252	75	7	48	0	his	True	?	5	216	216	808	1580	0	0	0	0	?	his	False	P	False	3	1	0	0
2253	75	7	165	0	his	True	?	6	352	352	352	352	0	0	0	0	?	his	False	P	False	3	1	0	0
2254	75	7	154	0	his	True	?	7	184	236	236	1168	320	320	320	556	?	his	False	P	False	3	1	0	0
2255	75	7	175	0	his	True	?	8	160	704	704	704	0	0	0	0	?	his	False	P	False	3	1	0	0
2256	75	7	126	0	his	True	?	10	612	612	612	612	288	784	784	784	?	his	False	P	False	3	1	0	0
2257	75	7	85	0	his	True	?	11	124	340	340	508	0	0	0	0	?	his	False	P	False	3	1	0	0
2258	75	7	58	0	his	True	?	12	196	500	500	500	0	0	0	0	?	his	False	P	False	3	1	0	0
2259	75	7	69	0	his	True	?	13	272	272	584	828	0	0	0	0	?	his	False	P	False	3	1	0	0
2260	75	7	30	0	his	True	?	14	296	296	296	1044	0	0	0	0	?	his	False	P	False	3	1	0	0
2261	75	7	89	0	his	True	?	15	136	136	644	1036	0	0	0	0	?	his	False	P	False	3	1	0	0
2262	75	7	63	0	his	True	?	16	264	716	924	1548	0	0	0	0	?	his	False	P	False	3	1	0	0
2263	75	7	159	0	his	True	?	17	284	860	860	860	0	0	0	0	?	his	False	P	False	3	1	0	0
2264	75	7	176	0	his	True	?	18	376	376	376	652	0	0	0	0	?	his	False	P	False	3	1	0	0
2265	75	7	162	0	his	True	?	19	272	272	272	444	0	0	0	0	?	his	False	P	False	3	1	0	0
2268	75	7	105	0	his	True	?	22	340	340	340	568	0	0	0	0	?	his	False	P	False	3	1	0	0
2269	75	7	187	0	his	True	?	23	200	356	356	356	568	568	568	568	?	his	False	P	False	3	1	0	0
2270	75	7	190	0	his	True	?	24	192	348	348	348	0	0	0	0	?	his	False	P	False	3	1	0	0
2271	75	7	120	0	his	True	?	25	224	364	364	364	384	384	384	384	?	his	False	P	False	3	1	0	0
2272	75	7	1	0	his	True	?	27	436	436	436	436	0	0	0	0	?	his	False	P	False	3	1	0	0
2273	75	7	148	0	his	True	?	28	156	324	324	324	380	380	380	380	?	his	False	P	False	3	1	0	0
2274	75	7	171	0	his	True	?	29	276	276	276	276	148	148	836	948	?	his	False	P	False	3	1	0	0
2275	75	7	14	0	his	True	?	30	324	324	324	324	0	0	0	0	?	his	False	P	False	3	1	0	0
2277	75	7	9	0	his	True	?	32	208	436	436	436	148	148	148	1176	?	his	False	P	False	3	1	0	0
2278	75	7	120	0	his	True	?	33	204	204	204	204	200	200	200	200	?	his	False	P	False	3	1	0	0
2279	75	7	37	0	his	True	?	34	180	316	316	624	0	0	0	0	?	his	False	P	False	3	1	0	0
2280	75	7	59	0	his	True	?	35	188	188	188	188	204	204	204	204	?	his	False	P	False	3	1	0	0
2282	75	7	122	0	his	True	?	37	176	176	404	1600	144	144	144	144	?	his	False	P	False	3	1	0	0
2283	75	7	10	0	his	True	?	38	360	360	360	360	164	164	164	900	?	his	False	P	False	3	1	0	0
2284	75	7	23	0	his	True	?	39	244	244	744	1624	0	0	0	0	?	his	False	P	False	3	1	0	0
2286	75	7	57	0	his	True	?	41	164	244	244	1004	152	152	152	152	?	his	False	P	False	3	1	0	0
2287	75	7	168	0	his	True	?	42	400	588	760	1636	0	0	0	0	?	his	False	P	False	3	1	0	0
2288	75	7	186	0	his	True	?	43	264	264	264	416	336	336	336	336	?	his	False	P	False	3	1	0	0
2412	84	2	112	0	him	True	?	1	240	420	420	420	112	112	112	112	?	him	False	O	False	3	0	0	0
2415	84	2	81	0	him	True	?	4	352	352	352	352	236	236	236	572	?	him	False	O	False	3	0	0	0
2418	84	2	40	0	him	True	?	7	208	372	372	404	88	88	88	88	?	him	False	O	False	3	0	0	0
2419	84	2	50	0	him	True	?	8	252	252	404	576	136	136	136	136	?	him	False	O	False	3	0	0	0
2420	84	2	55	0	him	True	?	10	268	268	268	268	132	132	260	416	?	him	False	O	False	3	0	0	0
2421	84	2	205	0	him	True	?	11	164	312	312	312	0	0	0	0	?	him	False	O	False	3	0	0	0
2423	84	2	32	0	him	True	?	13	272	272	272	272	156	156	156	156	?	him	False	O	False	3	0	0	0
2425	84	2	162	0	him	True	?	15	176	176	176	176	0	0	0	0	?	him	False	O	False	3	0	0	0
2426	84	2	134	0	him	True	?	16	176	176	176	176	188	188	188	188	?	him	False	O	False	3	0	0	0
2427	84	2	165	0	him	True	?	17	220	220	220	220	0	0	0	0	?	him	False	O	False	3	0	0	0
2429	84	2	133	0	him	True	?	19	236	236	236	236	224	224	224	224	?	him	False	O	False	3	0	0	0
2432	84	2	145	0	him	True	?	22	480	480	480	480	152	152	152	152	?	him	False	O	False	3	0	0	0
2433	84	2	14	0	him	True	?	23	140	476	476	476	208	208	208	208	?	him	False	O	False	3	0	0	0
2434	84	2	98	0	him	True	?	24	248	248	248	248	264	264	264	264	?	him	False	O	False	3	0	0	0
2437	84	2	151	0	him	True	?	28	148	312	312	312	188	188	388	560	?	him	False	O	False	3	0	0	0
2439	84	2	18	0	him	True	?	30	296	296	296	296	84	84	84	84	?	him	False	O	False	3	0	0	0
2440	84	2	140	0	him	True	?	31	260	260	260	260	144	144	300	512	?	him	False	O	False	3	0	0	0
2441	84	2	146	0	him	True	?	32	184	184	184	184	200	200	200	200	?	him	False	O	False	3	0	0	0
2442	84	2	175	0	him	True	?	33	180	180	180	180	136	136	388	684	?	him	False	O	False	3	0	0	0
2444	84	2	161	0	him	True	?	35	144	144	144	144	176	176	176	176	?	him	False	O	False	3	0	0	0
2445	84	2	102	0	him	True	?	36	100	272	272	272	248	248	248	500	?	him	False	O	False	3	0	0	0
2446	84	2	55	0	him	True	?	37	248	248	436	624	128	128	128	128	?	him	False	O	False	3	0	0	0
2447	84	2	99	0	him	True	?	38	216	216	408	576	0	0	0	0	?	him	False	O	False	3	0	0	0
2455	84	7	95	0	him	True	-5	3	220	220	220	220	0	0	0	0	-5	him	False	O	False	3	1	1	0
2456	84	7	81	0	him	True	-5	4	140	140	140	140	160	160	160	160	-5	him	False	O	False	3	1	1	0
2457	84	7	27	0	him	True	-5	5	172	172	172	172	0	0	0	0	-5	him	False	O	False	3	1	1	0
2458	84	7	150	0	him	True	-5	6	304	304	304	616	204	204	204	824	-5	him	False	O	False	3	1	1	0
2459	84	7	40	0	him	True	-5	7	116	116	116	116	0	0	0	0	-5	him	False	O	False	3	1	1	0
2461	84	7	55	0	him	True	-5	10	76	76	76	76	152	152	152	152	-5	him	False	O	False	3	1	1	0
2462	84	7	205	0	him	True	-5	11	128	248	248	248	0	0	0	0	-5	him	False	O	False	3	1	1	0
2464	84	7	32	0	him	True	-5	13	184	184	184	184	0	0	0	0	-5	him	False	O	False	3	1	1	0
2465	84	7	115	0	him	True	-5	14	164	164	164	164	0	0	0	0	-5	him	False	O	False	3	1	1	0
2467	84	7	134	0	him	True	-5	16	92	92	92	92	236	236	236	236	-5	him	False	O	False	3	1	1	0
2468	84	7	165	0	him	True	-5	17	188	188	188	188	0	0	0	0	-5	him	False	O	False	3	1	1	0
2469	84	7	137	0	him	True	-5	18	188	188	188	188	0	0	0	0	-5	him	False	O	False	3	1	1	0
2470	84	7	133	0	him	True	-5	19	172	172	172	172	0	0	0	0	-5	him	False	O	False	3	1	1	0
2474	84	7	14	0	him	True	-5	23	180	180	180	180	0	0	0	0	-5	him	False	O	False	3	1	1	0
2477	84	7	105	0	him	True	-5	27	292	292	292	292	216	216	216	756	-5	him	False	O	False	3	1	1	0
2478	84	7	151	0	him	True	-5	28	316	316	316	316	0	0	0	0	-5	him	False	O	False	3	1	1	0
2479	84	7	122	0	him	True	-5	29	180	180	180	180	0	0	0	0	-5	him	False	O	False	3	1	1	0
2481	84	7	140	0	him	True	-5	31	144	144	144	144	0	0	0	0	-5	him	False	O	False	3	1	1	0
2482	84	7	146	0	him	True	-5	32	184	184	184	184	0	0	0	0	-5	him	False	O	False	3	1	1	0
2483	84	7	175	0	him	True	-5	33	180	180	180	180	0	0	0	0	-5	him	False	O	False	3	1	1	0
2485	84	7	161	0	him	True	-5	35	160	160	160	160	148	148	148	148	-5	him	False	O	False	3	1	1	0
2487	84	7	55	0	him	True	-5	37	128	128	128	128	136	136	136	136	-5	him	False	O	False	3	1	1	0
2491	84	7	41	0	him	True	-5	41	240	240	240	240	0	0	0	0	-5	him	False	O	False	3	1	1	0
2492	84	7	87	0	him	True	-5	42	144	144	144	144	328	328	328	468	-5	him	False	O	False	3	1	1	0
2493	84	7	184	0	him	True	-5	43	208	208	208	208	0	0	0	0	-5	him	False	O	False	3	1	1	0
2536	87	3	63	0	his	True	-2	1	216	216	216	216	288	288	288	288	-2	his	False	P	False	3	1	1	0
2538	87	3	161	0	his	True	-2	3	144	144	528	808	128	128	128	128	-2	his	False	P	False	3	1	1	0
2539	87	3	23	0	his	True	-2	4	248	248	248	248	200	200	200	200	-2	his	False	P	False	3	1	1	0
2543	87	3	203	0	his	True	-2	8	200	200	200	200	0	0	0	0	-2	his	False	P	False	3	1	1	0
2544	87	3	19	0	his	True	-2	9	200	200	200	200	136	136	136	136	-2	his	False	P	False	3	1	1	0
2545	87	3	115	0	his	True	-2	10	292	292	476	820	136	136	136	136	-2	his	False	P	False	3	1	1	0
2546	87	3	128	0	his	True	-2	11	144	144	144	144	160	160	160	160	-2	his	False	P	False	3	1	1	0
2548	87	3	141	0	his	True	-2	13	216	216	216	216	160	160	160	160	-2	his	False	P	False	3	1	1	0
2550	87	3	153	0	his	True	-2	15	300	300	300	300	0	0	0	0	-2	his	False	P	False	3	1	1	0
2551	87	3	177	0	his	True	-2	16	160	160	160	160	176	312	312	312	-2	his	False	P	False	3	1	1	0
2554	87	3	86	0	his	True	-2	19	300	300	300	300	384	384	384	384	-2	his	False	P	False	3	1	1	0
2557	87	3	188	0	his	True	-2	22	204	204	204	204	212	356	356	356	-2	his	False	P	False	3	1	1	0
2558	87	3	112	0	his	True	-2	23	280	280	448	1204	284	532	532	532	-2	his	False	P	False	3	1	1	0
2559	87	3	10	0	his	True	-2	24	232	232	408	692	192	192	364	688	-2	his	False	P	False	3	1	1	0
2560	87	3	159	0	his	True	-2	25	164	164	164	164	168	380	380	676	-2	his	False	P	False	3	1	1	0
2561	87	3	187	0	his	True	-2	27	268	268	268	268	180	180	180	180	-2	his	False	P	False	3	1	1	0
2562	87	3	150	0	his	True	-2	28	312	312	312	312	200	200	200	200	-2	his	False	P	False	3	1	1	0
2564	87	3	149	0	his	True	-2	30	244	244	244	244	184	184	384	976	-2	his	False	P	False	3	1	1	0
2566	87	3	64	0	his	True	-2	32	268	268	268	268	168	288	288	288	-2	his	False	P	False	3	1	1	0
2567	87	3	4	0	his	True	-2	33	64	168	284	564	96	96	96	96	-2	his	False	P	False	3	1	1	0
2568	87	3	169	0	his	True	-2	34	200	200	200	200	188	188	188	188	-2	his	False	P	False	3	1	1	0
2569	87	3	112	0	his	True	-2	35	232	232	232	232	188	188	188	188	-2	his	False	P	False	3	1	1	0
2571	87	3	65	0	his	True	-2	37	180	180	180	312	184	316	316	316	-2	his	False	P	False	3	1	1	0
2574	87	3	69	0	his	True	-2	40	184	184	388	604	148	148	148	148	-2	his	False	P	False	3	1	1	0
2576	87	3	89	0	his	True	-2	42	140	140	140	140	128	128	128	128	-2	his	False	P	False	3	1	1	0
2577	87	3	50	0	his	True	-2	43	168	168	168	168	160	160	160	160	-2	his	False	P	False	3	1	1	0
2620	88	8	54	0	his	True	-7	3	224	224	224	224	240	240	240	240	-7	his	False	P	False	3	1	1	0
2621	88	8	205	0	his	True	-7	4	372	372	372	372	136	284	440	616	-7	his	False	P	False	3	1	1	0
2622	88	8	118	0	his	True	-7	5	236	236	408	2096	168	168	168	540	-7	his	False	P	False	3	1	1	0
2623	88	8	68	0	his	True	-7	6	128	128	128	128	0	0	0	0	-7	his	False	P	False	3	1	1	0
2624	88	8	150	0	his	True	-7	7	188	188	540	1488	196	196	196	332	-7	his	False	P	False	3	1	1	0
2625	88	8	107	0	his	True	-7	8	240	240	1008	2572	0	0	0	0	-7	his	False	P	False	3	1	1	0
2626	88	8	141	0	his	True	-7	10	152	152	152	152	152	400	400	1980	-7	his	False	P	False	3	1	1	0
2627	88	8	178	0	his	True	-7	11	220	220	220	220	160	492	492	808	-7	his	False	P	False	3	1	1	0
2628	88	8	145	0	his	True	-7	12	108	108	108	108	140	140	140	468	-7	his	False	P	False	3	1	1	0
2630	88	8	137	0	his	True	-7	14	472	472	760	852	152	152	152	496	-7	his	False	P	False	3	1	1	0
2632	88	8	61	0	his	True	-7	16	192	192	192	192	252	356	356	1364	-7	his	False	P	False	3	1	1	0
2633	88	8	131	0	his	True	-7	18	240	240	240	240	204	204	204	204	-7	his	False	P	False	3	1	1	0
2634	88	8	6	0	his	True	-7	19	136	136	136	136	204	204	1028	2440	-7	his	False	P	False	3	1	1	0
2635	88	8	76	0	his	True	-7	20	320	320	320	320	164	164	352	1108	-7	his	False	P	False	3	1	1	0
2637	88	8	168	0	his	True	-7	22	176	176	176	176	144	144	144	144	-7	his	False	P	False	3	1	1	0
2638	88	8	126	0	his	True	-7	23	304	304	304	304	228	228	904	3200	-7	his	False	P	False	3	1	1	0
2639	88	8	198	0	his	True	-7	24	140	140	140	140	272	272	272	472	-7	his	False	P	False	3	1	1	0
2640	88	8	75	0	his	True	-7	25	212	212	212	340	204	204	204	1248	-7	his	False	P	False	3	1	1	0
2641	88	8	10	0	his	True	-7	27	128	128	128	128	260	260	260	408	-7	his	False	P	False	3	1	1	0
2642	88	8	188	0	his	True	-7	28	116	116	308	816	172	172	172	172	-7	his	False	P	False	3	1	1	0
2643	88	8	15	0	his	True	-7	29	172	172	172	172	108	272	272	272	-7	his	False	P	False	3	1	1	0
2644	88	8	31	0	his	True	-7	30	216	216	216	216	392	392	392	620	-7	his	False	P	False	3	1	1	0
2646	88	8	153	0	his	True	-7	32	260	260	260	260	0	0	0	0	-7	his	False	P	False	3	1	1	0
2647	88	8	109	0	his	True	-7	33	188	188	188	188	76	76	140	1844	-7	his	False	P	False	3	1	1	0
2649	88	8	199	0	his	True	-7	35	168	168	168	168	124	124	124	124	-7	his	False	P	False	3	1	1	0
2651	88	8	205	0	his	True	-7	37	68	68	68	504	0	0	0	0	-7	his	False	P	False	3	1	1	0
2652	88	8	91	0	his	True	-7	38	184	184	184	416	236	236	428	768	-7	his	False	P	False	3	1	1	0
2653	88	8	150	0	his	True	-7	39	184	184	184	184	360	360	360	360	-7	his	False	P	False	3	1	1	0
2654	88	8	79	0	his	True	-7	40	140	140	308	580	0	0	0	0	-7	his	False	P	False	3	1	1	0
2655	88	8	176	0	his	True	-7	41	240	240	240	240	140	312	312	964	-7	his	False	P	False	3	1	1	0
2656	88	8	62	0	his	True	-7	42	220	220	864	2740	488	488	488	1588	-7	his	False	P	False	3	1	1	0
2657	88	8	17	0	his	True	-7	43	356	356	356	356	152	152	152	152	-7	his	False	P	False	3	1	1	0
2698	89	4	67	0	he	True	-3	1	228	228	228	228	180	180	180	180	-3	he	False	O	False	2	1	1	0
2700	89	4	148	0	he	True	-3	3	288	288	288	436	152	276	276	276	-3	he	False	O	False	2	1	1	0
2702	89	4	188	0	he	True	-3	5	160	160	160	160	180	180	180	180	-3	he	False	O	False	2	1	1	0
2707	89	4	101	0	he	True	-3	11	172	172	172	172	0	0	0	0	-3	he	False	O	False	2	1	1	0
2708	89	4	126	0	he	True	-3	12	212	212	212	212	0	0	0	0	-3	he	False	O	False	2	1	1	0
2712	89	4	204	0	he	True	-3	16	208	208	208	208	152	152	152	152	-3	he	False	O	False	2	1	1	0
2717	89	4	9	0	he	True	-3	22	164	164	164	2644	252	252	252	252	-3	he	False	O	False	2	1	1	0
2719	89	4	176	0	he	True	-3	24	196	196	196	196	188	188	188	188	-3	he	False	O	False	2	1	1	0
2721	89	4	18	0	he	True	-3	27	124	124	124	124	184	184	184	184	-3	he	False	O	False	2	1	1	0
2724	89	4	99	0	he	True	-3	30	500	500	500	500	200	200	200	200	-3	he	False	O	False	2	1	1	0
2727	89	4	113	0	he	True	-3	33	220	220	220	372	176	176	176	176	-3	he	False	O	False	2	1	1	0
2731	89	4	83	0	he	True	-3	37	172	172	172	172	88	88	88	88	-3	he	False	O	False	2	1	1	0
2737	89	4	38	0	he	True	-3	43	140	140	140	140	148	148	148	148	-3	he	False	O	False	2	1	1	0
2738	89	8	67	0	his	True	-4	1	832	832	832	832	0	0	0	0	-4	his	False	P	False	3	2	1	0
2739	89	8	163	0	his	True	-4	2	228	228	420	640	0	0	0	0	-4	his	False	P	False	3	2	1	0
2741	89	8	137	0	his	True	-4	4	244	244	376	1648	472	472	472	472	-4	his	False	P	False	3	2	1	0
2742	89	8	188	0	his	True	-4	5	228	228	228	504	160	160	160	160	-4	his	False	P	False	3	2	1	0
2744	89	8	50	0	his	True	-4	7	160	160	576	1652	288	288	288	288	-4	his	False	P	False	3	2	1	0
2745	89	8	164	0	his	True	-4	8	212	312	312	312	0	0	0	0	-4	his	False	P	False	3	2	1	0
2746	89	8	130	0	his	True	-4	10	216	216	216	216	208	208	208	1784	-4	his	False	P	False	3	2	1	0
2747	89	8	101	0	his	True	-4	11	268	528	528	528	152	152	152	152	-4	his	False	P	False	3	2	1	0
2748	89	8	126	0	his	True	-4	12	120	120	500	628	0	0	0	0	-4	his	False	P	False	3	2	1	0
2749	89	8	193	0	his	True	-4	13	240	240	240	240	520	520	520	616	-4	his	False	P	False	3	2	1	0
2750	89	8	150	0	his	True	-4	14	240	240	240	240	172	424	424	424	-4	his	False	P	False	3	2	1	0
2751	89	8	175	0	his	True	-4	15	368	448	448	448	0	0	0	0	-4	his	False	P	False	3	2	1	0
2752	89	8	204	0	his	True	-4	16	232	232	232	232	212	476	476	476	-4	his	False	P	False	3	2	1	0
2754	89	8	63	0	his	True	-4	19	164	164	164	164	164	164	164	732	-4	his	False	P	False	3	2	1	0
2757	89	8	9	0	his	True	-4	22	356	356	356	356	340	780	1112	10432	-4	his	False	P	False	3	2	1	0
2758	89	8	48	0	his	True	-4	23	180	180	180	180	188	188	188	476	-4	his	False	P	False	3	2	1	0
2759	89	8	176	0	his	True	-4	24	156	156	836	1220	0	0	0	0	-4	his	False	P	False	3	2	1	0
2760	89	8	30	0	his	True	-4	25	216	216	348	544	236	236	236	504	-4	his	False	P	False	3	2	1	0
2761	89	8	18	0	his	True	-4	27	300	300	300	300	244	244	244	244	-4	his	False	P	False	3	2	1	0
2762	89	8	184	0	his	True	-4	28	216	252	588	824	260	260	260	260	-4	his	False	P	False	3	2	1	0
2763	89	8	174	0	his	True	-4	29	148	148	148	148	120	332	332	332	-4	his	False	P	False	3	2	1	0
2764	89	8	99	0	his	True	-4	30	168	168	168	168	380	380	380	836	-4	his	False	P	False	3	2	1	0
2765	89	8	166	0	his	True	-4	31	144	144	144	144	0	0	0	0	-4	his	False	P	False	3	2	1	0
2766	89	8	116	0	his	True	-4	32	420	420	420	420	172	228	228	228	-4	his	False	P	False	3	2	1	0
2767	89	8	113	0	his	True	-4	33	128	128	128	128	288	372	372	372	-4	his	False	P	False	3	2	1	0
2768	89	8	18	0	his	True	-4	34	204	204	648	832	0	0	0	0	-4	his	False	P	False	3	2	1	0
2769	89	8	65	0	his	True	-4	35	112	112	112	112	236	236	236	236	-4	his	False	P	False	3	2	1	0
2771	89	8	83	0	his	True	-4	37	216	216	216	216	224	356	356	356	-4	his	False	P	False	3	2	1	0
2772	89	8	169	0	his	True	-4	38	424	424	424	500	0	0	0	0	-4	his	False	P	False	3	2	1	0
2774	89	8	68	0	his	True	-4	40	204	204	204	204	140	252	440	988	-4	his	False	P	False	3	2	1	0
2776	89	8	33	0	his	True	-4	42	508	508	508	860	0	0	0	0	-4	his	False	P	False	3	2	1	0
2777	89	8	38	0	his	True	-4	43	236	236	236	236	120	120	120	420	-4	his	False	P	False	3	2	1	0
2819	90	3	13	0	his	True	-2	1	256	256	256	256	244	244	244	244	-2	his	False	P	False	3	1	1	0
2820	90	3	170	0	his	True	-2	2	172	172	172	172	156	156	156	156	-2	his	False	P	False	3	1	1	0
2821	90	3	72	0	his	True	-2	3	160	160	160	160	216	296	368	568	-2	his	False	P	False	3	1	1	0
2823	90	3	169	0	his	True	-2	5	304	304	304	560	228	228	228	228	-2	his	False	P	False	3	1	1	0
2824	90	3	172	0	his	True	-2	6	232	232	232	232	148	276	276	276	-2	his	False	P	False	3	1	1	0
