	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	closest_inverse_distance	furthest_inverse_distance	word_length	target_skipped
5628	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	19	63	280	280	280	280	0	0	0	0	-1	-2	6	0
5629	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	20	123	140	140	140	140	0	0	0	0	-1	-2	6	0
5632	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	23	48	288	288	288	288	0	0	0	0	-1	-2	6	0
5633	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	24	176	312	312	312	312	196	196	196	196	-1	-2	6	0
5634	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	25	30	216	216	544	860	0	0	0	0	-1	-2	6	0
5635	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	27	18	172	172	172	172	124	124	124	124	-1	-2	6	0
5636	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	28	184	328	616	616	616	0	0	0	0	-1	-2	6	0
5637	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	29	174	188	188	188	188	0	0	0	0	-1	-2	6	0
5638	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	30	99	264	392	392	392	500	500	500	500	-1	-2	6	0
5639	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	31	166	144	144	144	144	0	0	0	0	-1	-2	6	0
5640	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	32	116	248	248	248	248	0	0	0	0	-1	-2	6	0
5641	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	33	113	136	136	136	136	220	220	220	372	-1	-2	6	0
5642	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	34	18	504	504	504	504	0	0	0	0	-1	-2	6	0
5643	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	35	65	212	212	212	212	0	0	0	0	-1	-2	6	0
5645	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	37	83	236	236	236	236	172	172	172	172	-1	-2	6	0
5646	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	38	169	172	172	172	172	0	0	0	0	-1	-2	6	0
5648	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	40	68	132	372	372	372	0	0	0	0	-1	-2	6	0
5650	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	42	33	180	180	180	180	0	0	0	0	-1	-2	6	0
5651	89	2	2	0	Manner	-1	just	2	Experiencer	He	1	-2	3	wished	[2]	['wished']	43	38	172	172	172	172	140	140	140	140	-1	-2	6	0
5652	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	1	67	308	308	308	308	344	344	344	344	-1	-1	4	0
5653	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	2	163	168	168	168	168	0	0	0	0	-1	-1	4	0
5654	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	3	148	180	180	180	180	260	260	260	260	-1	-1	4	0
5656	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	5	188	240	240	392	648	0	0	0	0	-1	-1	4	0
5658	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	7	50	196	196	196	220	0	0	0	0	-1	-1	4	0
5659	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	8	164	140	140	140	140	0	0	0	0	-1	-1	4	0
5660	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	10	130	156	156	156	156	116	116	116	116	-1	-1	4	0
5661	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	11	101	160	160	160	160	0	0	0	0	-1	-1	4	0
5662	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	12	126	208	208	208	208	0	0	0	0	-1	-1	4	0
5663	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	13	193	204	204	204	204	228	228	228	228	-1	-1	4	0
5664	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	14	150	228	228	228	228	356	356	356	628	-1	-1	4	0
5666	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	16	204	220	220	220	220	84	84	84	84	-1	-1	4	0
5668	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	19	63	132	132	132	132	0	0	0	0	-1	-1	4	0
5670	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	21	93	164	164	164	164	128	128	128	128	-1	-1	4	0
5671	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	22	9	196	436	436	436	0	0	0	0	-1	-1	4	0
5672	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	23	48	216	216	216	216	224	224	224	224	-1	-1	4	0
5673	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	24	176	168	168	168	168	0	0	0	0	-1	-1	4	0
5674	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	25	30	216	216	216	216	0	0	0	0	-1	-1	4	0
5677	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	29	174	196	196	196	196	0	0	0	0	-1	-1	4	0
5678	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	30	99	364	364	364	364	320	320	320	320	-1	-1	4	0
5679	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	31	166	48	48	48	48	0	0	0	0	-1	-1	4	0
5680	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	32	116	172	172	172	172	0	0	0	0	-1	-1	4	0
5681	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	33	113	152	152	152	152	296	296	296	296	-1	-1	4	0
5682	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	34	18	140	140	140	140	0	0	0	0	-1	-1	4	0
5683	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	35	65	256	256	256	256	0	0	0	0	-1	-1	4	0
5684	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	36	17	160	160	160	160	0	0	0	0	-1	-1	4	0
5685	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	37	83	152	452	452	452	0	0	0	0	-1	-1	4	0
5686	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	38	169	152	152	152	152	0	0	0	0	-1	-1	4	0
5687	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	39	131	132	132	132	132	0	0	0	0	-1	-1	4	0
5688	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	40	68	200	200	200	200	0	0	0	0	-1	-1	4	0
5689	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	41	100	152	152	152	152	0	0	0	0	-1	-1	4	0
5690	89	5	1	1	Agent	-1	he	4	Agent		-1	-1	6	talk	[5, 6]	['talk', 'to']	42	33	188	188	188	188	0	0	0	0	-1	-1	4	0
5692	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	1	13	252	252	252	360	256	256	256	256	-1	-1	3	0
5694	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	3	72	360	360	360	360	160	160	160	160	-1	-1	3	0
5695	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	4	143	168	168	168	168	0	0	0	0	-1	-1	3	0
5698	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	7	190	228	228	228	228	0	0	0	0	-1	-1	3	0
5699	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	8	36	172	172	172	172	448	448	448	448	-1	-1	3	0
5701	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	11	21	212	212	212	212	236	236	404	564	-1	-1	3	0
5702	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	12	203	140	140	140	140	0	0	0	0	-1	-1	3	0
5704	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	14	132	384	384	384	384	128	128	128	128	-1	-1	3	0
5706	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	16	119	188	188	188	188	172	444	444	444	-1	-1	3	0
5707	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	17	69	228	228	228	228	132	132	132	132	-1	-1	3	0
5708	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	18	102	348	348	348	348	0	0	0	0	-1	-1	3	0
5709	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	19	187	120	264	264	264	108	108	108	108	-1	-1	3	0
5710	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	20	175	228	228	228	228	152	152	152	152	-1	-1	3	0
5713	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	23	197	224	224	224	224	240	240	240	908	-1	-1	3	0
5714	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	24	8	204	204	204	204	316	316	316	316	-1	-1	3	0
5717	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	28	96	228	228	228	228	464	464	464	464	-1	-1	3	0
5720	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	31	154	104	272	272	272	0	0	0	0	-1	-1	3	0
5721	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	32	62	284	284	284	284	176	176	176	176	-1	-1	3	0
5722	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	33	157	164	164	164	164	116	116	116	116	-1	-1	3	0
5724	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	35	101	248	452	452	452	0	0	0	0	-1	-1	3	0
5725	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	36	114	232	232	232	232	0	0	0	0	-1	-1	3	0
5726	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	37	125	192	360	360	360	120	120	120	120	-1	-1	3	0
5727	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	38	46	260	444	444	444	0	0	0	0	-1	-1	3	0
5731	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	42	94	24	388	388	388	244	244	244	244	-1	-1	3	0
5732	90	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	lay	[1]	['lay']	43	203	252	412	412	412	0	0	0	0	-1	-1	3	0
5733	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	1	13	476	476	476	476	284	284	284	284	-5	-5	8	0
5734	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	2	170	216	216	216	216	104	304	304	420	-5	-5	8	0
5735	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	3	72	188	188	188	188	364	364	364	364	-5	-5	8	0
5736	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	4	143	216	216	216	216	0	0	0	0	-5	-5	8	0
5737	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	5	169	224	224	224	708	572	572	572	936	-5	-5	8	0
5738	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	6	172	324	324	324	772	0	0	0	0	-5	-5	8	0
5739	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	7	190	164	300	300	300	0	0	0	0	-5	-5	8	0
5740	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	8	36	184	320	320	320	412	412	412	696	-5	-5	8	0
5741	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	10	71	116	248	248	248	172	172	172	172	-5	-5	8	0
5742	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	11	21	160	420	420	420	256	256	256	424	-5	-5	8	0
5743	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	12	203	260	260	260	260	232	232	232	736	-5	-5	8	0
5744	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	13	140	240	240	240	240	156	156	156	156	-5	-5	8	0
5745	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	14	132	312	312	312	312	356	356	356	356	-5	-5	8	0
5746	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	15	131	164	164	164	164	424	424	424	872	-5	-5	8	0
5747	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	16	119	164	328	328	328	0	0	0	0	-5	-5	8	0
5748	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	17	69	200	200	200	200	0	0	0	0	-5	-5	8	0
5749	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	18	102	376	376	376	376	0	0	0	0	-5	-5	8	0
5750	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	19	187	176	176	176	176	220	220	220	564	-5	-5	8	0
5751	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	20	175	220	220	220	220	0	0	0	0	-5	-5	8	0
5752	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	21	182	180	180	180	180	0	0	0	0	-5	-5	8	0
5753	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	22	165	168	352	352	352	0	0	0	0	-5	-5	8	0
5754	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	23	197	232	232	232	232	88	272	272	272	-5	-5	8	0
5755	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	24	8	164	164	164	164	0	0	0	0	-5	-5	8	0
5756	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	25	117	308	308	308	308	0	0	0	0	-5	-5	8	0
5757	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	27	123	200	200	200	200	292	292	292	292	-5	-5	8	0
5758	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	28	96	200	452	452	452	364	364	364	364	-5	-5	8	0
5759	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	29	10	216	372	372	372	0	0	0	0	-5	-5	8	0
5760	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	30	4	284	384	384	384	0	0	0	0	-5	-5	8	0
5761	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	31	154	140	140	140	140	160	160	160	160	-5	-5	8	0
5762	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	32	62	160	356	356	356	196	196	196	196	-5	-5	8	0
5763	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	33	157	192	276	276	276	0	0	0	0	-5	-5	8	0
5764	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	34	143	124	124	344	532	0	0	0	0	-5	-5	8	0
5765	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	35	101	200	368	368	368	0	0	0	0	-5	-5	8	0
5766	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	36	114	184	184	184	184	0	0	0	0	-5	-5	8	0
5767	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	37	125	200	352	352	352	304	304	304	304	-5	-5	8	0
5768	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	38	46	232	232	232	232	0	0	0	0	-5	-5	8	0
5769	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	39	116	216	216	216	216	284	520	520	520	-5	-5	8	0
5770	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	40	193	144	188	188	488	0	0	0	0	-5	-5	8	0
5771	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	41	45	244	244	440	1456	0	0	0	0	-5	-5	8	0
5772	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	42	94	236	236	236	236	0	0	0	0	-5	-5	8	0
5773	90	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	extended	[6]	['extended']	43	203	236	236	236	236	208	208	208	208	-5	-5	8	0
5774	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	1	143	140	140	140	140	280	280	280	400	-1	-1	6	0
5775	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	2	105	156	256	256	256	0	0	0	0	-1	-1	6	0
5776	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	3	180	324	484	484	484	172	172	172	172	-1	-1	6	0
5777	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	4	101	300	440	440	440	0	0	0	0	-1	-1	6	0
5779	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	6	67	172	172	172	172	0	0	0	0	-1	-1	6	0
5781	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	8	17	244	416	416	416	0	0	0	0	-1	-1	6	0
5783	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	10	77	128	128	128	128	140	140	140	140	-1	-1	6	0
5784	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	11	98	332	332	332	332	88	88	88	88	-1	-1	6	0
5786	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	13	135	156	156	156	156	0	0	0	0	-1	-1	6	0
5787	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	14	157	72	764	764	764	0	0	0	0	-1	-1	6	0
5788	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	15	182	260	260	260	260	0	0	0	0	-1	-1	6	0
5789	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	16	35	228	372	372	372	140	140	140	140	-1	-1	6	0
5790	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	17	102	548	1272	1272	1272	444	444	740	1444	-1	-1	6	0
5791	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	18	46	272	272	272	272	0	0	0	0	-1	-1	6	0
5793	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	20	111	244	396	396	396	0	0	0	0	-1	-1	6	0
5794	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	21	5	216	328	328	328	0	0	0	0	-1	-1	6	0
5796	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	23	164	340	476	476	476	216	216	216	216	-1	-1	6	0
5798	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	25	34	208	208	208	208	244	244	244	244	-1	-1	6	0
5802	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	30	147	308	564	564	564	256	256	256	256	-1	-1	6	0
5803	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	31	174	160	160	160	160	0	0	0	0	-1	-1	6	0
5804	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	32	165	240	376	376	376	180	180	180	180	-1	-1	6	0
5807	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	35	203	268	376	376	376	196	196	196	196	-1	-1	6	0
5809	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	37	10	64	64	368	528	0	0	0	0	-1	-1	6	0
5810	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	38	98	252	252	252	252	0	0	0	0	-1	-1	6	0
5812	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	40	41	60	60	60	60	160	160	160	516	-1	-1	6	0
5815	91	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	sighed	[1, 2]	['sighed', 'and']	43	91	268	400	400	400	168	168	168	168	-1	-1	6	0
5816	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	1	143	192	192	192	192	176	176	176	176	-3	-3	6	0
5817	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	2	105	84	128	368	536	192	192	192	192	-3	-3	6	0
5818	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	3	180	156	156	156	156	160	160	160	160	-3	-3	6	0
5819	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	4	101	188	188	188	188	136	288	288	288	-3	-3	6	0
5820	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	5	127	256	256	256	256	224	224	224	224	-3	-3	6	0
5821	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	6	67	200	200	200	200	140	140	140	140	-3	-3	6	0
5822	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	7	60	148	148	148	296	200	200	200	200	-3	-3	6	0
5823	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	8	17	188	308	308	308	188	188	188	188	-3	-3	6	0
5824	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	9	27	120	120	120	120	192	192	192	192	-3	-3	6	0
5825	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	10	77	104	104	104	104	232	232	232	232	-3	-3	6	0
5826	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	11	98	184	184	184	184	136	136	136	136	-3	-3	6	0
5827	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	12	80	216	216	216	216	0	0	0	0	-3	-3	6	0
5828	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	13	135	200	200	200	200	176	176	176	176	-3	-3	6	0
5829	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	14	157	200	200	200	200	140	140	140	140	-3	-3	6	0
5830	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	15	182	188	188	188	188	0	0	0	0	-3	-3	6	0
5831	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	16	35	156	156	156	156	184	316	316	316	-3	-3	6	0
5832	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	17	102	132	644	644	644	0	0	0	0	-3	-3	6	0
5833	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	18	46	236	236	236	236	208	208	208	208	-3	-3	6	0
5834	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	19	22	180	180	180	180	176	176	176	176	-3	-3	6	0
5835	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	20	111	200	200	200	336	0	0	0	0	-3	-3	6	0
5836	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	21	5	132	264	264	264	0	0	0	0	-3	-3	6	0
5837	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	22	44	212	212	212	212	192	192	192	192	-3	-3	6	0
5838	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	23	164	268	268	268	268	232	232	232	232	-3	-3	6	0
5839	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	24	12	188	188	188	188	172	172	172	172	-3	-3	6	0
5840	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	25	34	144	144	144	144	160	292	292	292	-3	-3	6	0
5841	91	3	1	1	Theme	-3	He	1	Theme		-1	-3	4	walked	[3, 4, 5]	['walked', 'back', 'to']	27	54	172	320	320	320	172	172	172	172	-3	-3	6	0
