	sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	resolved	target_skipped
3092	93	5	3	0	his	True	-4	27	0	0	0	0	348	348	348	348	-4	his	False	P	False	3	1	1	1
3093	93	5	90	0	his	True	-4	28	0	0	0	0	148	148	376	592	-4	his	False	P	False	3	1	1	1
3094	93	5	95	0	his	True	-4	29	0	0	0	0	236	236	236	236	-4	his	False	P	False	3	1	1	1
3095	93	5	1	0	his	True	-4	30	0	0	0	0	280	496	496	496	-4	his	False	P	False	3	1	1	1
3096	93	5	94	0	his	True	-4	31	0	0	0	0	132	188	188	188	-4	his	False	P	False	3	1	1	1
3098	93	5	201	0	his	True	-4	33	152	152	152	152	224	224	224	224	-4	his	False	P	False	3	1	1	0
3099	93	5	12	0	his	True	-4	34	0	0	0	0	164	164	164	164	-4	his	False	P	False	3	1	1	1
3100	93	5	109	0	his	True	-4	35	192	192	192	192	200	200	200	200	-4	his	False	P	False	3	1	1	0
3101	93	5	148	0	his	True	-4	36	0	0	0	0	244	244	244	244	-4	his	False	P	False	3	1	1	1
3103	93	5	62	0	his	True	-4	38	0	0	0	0	180	296	296	296	-4	his	False	P	False	3	1	1	1
3104	93	5	127	0	his	True	-4	39	0	0	0	0	428	428	428	584	-4	his	False	P	False	3	1	1	1
3105	93	5	88	0	his	True	-4	40	0	0	0	0	140	140	140	140	-4	his	False	P	False	3	1	1	1
3106	93	5	165	0	his	True	-4	41	140	140	140	140	244	244	244	244	-4	his	False	P	False	3	1	1	0
3107	93	5	124	0	his	True	-4	42	0	0	0	0	200	200	200	200	-4	his	False	P	False	3	1	1	1
3108	93	5	74	0	his	True	-4	43	0	0	0	0	216	216	216	216	-4	his	False	P	False	3	1	1	1
3234	101	8	133	0	his	False	-7	2	0	0	0	0	220	220	220	304	-7	his	False	P	False	3	0	1	1
3235	101	8	192	0	his	False	-7	3	0	0	0	0	124	124	124	532	-7	his	False	P	False	3	0	1	1
3236	101	8	189	0	his	False	-7	4	0	0	0	0	164	164	164	164	-7	his	False	P	False	3	0	1	1
3237	101	8	66	0	his	False	-7	5	0	0	0	0	180	180	180	1856	-7	his	False	P	False	3	0	1	1
3238	101	8	184	0	his	False	-7	6	0	0	0	0	324	324	324	324	-7	his	False	P	False	3	0	1	1
3239	101	8	77	0	his	False	-7	7	132	132	352	2220	188	188	188	504	-7	his	False	P	False	3	0	1	0
3241	101	8	178	0	his	False	-7	10	272	272	584	1480	160	160	160	1072	-7	his	False	P	False	3	0	1	0
3242	101	8	156	0	his	False	-7	11	276	276	276	276	164	164	164	164	-7	his	False	P	False	3	0	1	0
3244	101	8	91	0	his	False	-7	13	212	212	212	212	284	284	284	284	-7	his	False	P	False	3	0	1	0
3245	101	8	4	0	his	False	-7	14	140	140	140	140	428	428	428	428	-7	his	False	P	False	3	0	1	0
3246	101	8	143	0	his	False	-7	15	0	0	0	0	236	236	236	656	-7	his	False	P	False	3	0	1	1
3247	101	8	148	0	his	False	-7	16	232	500	500	500	308	308	308	308	-7	his	False	P	False	3	0	1	0
3248	101	8	53	0	his	False	-7	17	0	0	0	0	424	424	424	620	-7	his	False	P	False	3	0	1	1
3249	101	8	35	0	his	False	-7	18	248	248	248	384	412	412	412	412	-7	his	False	P	False	3	0	1	0
3251	101	8	124	0	his	False	-7	20	0	0	0	0	292	292	292	716	-7	his	False	P	False	3	0	1	1
3252	101	8	35	0	his	False	-7	21	0	0	0	0	280	280	280	460	-7	his	False	P	False	3	0	1	1
3253	101	8	1	0	his	False	-7	22	0	0	0	0	156	668	1184	9172	-7	his	False	P	False	3	0	1	1
3254	101	8	26	0	his	False	-7	23	168	168	168	168	236	388	388	1056	-7	his	False	P	False	3	0	1	0
3255	101	8	66	0	his	False	-7	24	152	152	152	152	200	200	200	652	-7	his	False	P	False	3	0	1	0
3256	101	8	169	0	his	False	-7	25	220	220	220	220	136	136	136	316	-7	his	False	P	False	3	0	1	0
3259	101	8	123	0	his	False	-7	29	0	0	0	0	244	368	368	368	-7	his	False	P	False	3	0	1	1
3260	101	8	42	0	his	False	-7	30	196	296	296	296	148	148	148	1388	-7	his	False	P	False	3	0	1	0
3261	101	8	53	0	his	False	-7	31	0	0	0	0	180	180	180	180	-7	his	False	P	False	3	0	1	1
3262	101	8	127	0	his	False	-7	32	324	324	324	496	284	596	596	596	-7	his	False	P	False	3	0	1	0
3263	101	8	54	0	his	False	-7	33	260	260	260	260	396	692	692	692	-7	his	False	P	False	3	0	1	0
3264	101	8	172	0	his	False	-7	34	0	0	0	0	160	160	160	896	-7	his	False	P	False	3	0	1	1
3265	101	8	22	0	his	False	-7	35	0	0	0	0	192	460	460	460	-7	his	False	P	False	3	0	1	1
3266	101	8	173	0	his	False	-7	36	0	0	0	0	236	236	236	608	-7	his	False	P	False	3	0	1	1
3267	101	8	71	0	his	False	-7	37	240	240	240	240	220	600	600	600	-7	his	False	P	False	3	0	1	0
3268	101	8	4	0	his	False	-7	38	140	140	140	140	324	488	488	808	-7	his	False	P	False	3	0	1	0
3269	101	8	53	0	his	False	-7	39	136	136	136	136	132	132	132	1108	-7	his	False	P	False	3	0	1	0
3272	101	8	140	0	his	False	-7	42	0	0	0	0	252	252	252	692	-7	his	False	P	False	3	0	1	1
3273	101	8	134	0	his	False	-7	43	220	220	220	296	288	288	288	920	-7	his	False	P	False	3	0	1	0
3274	102	5	122	0	his	False	-4	1	0	0	0	0	172	172	172	384	-4	his	False	P	False	3	0	1	1
3275	102	5	18	0	his	False	-4	2	0	0	0	0	208	208	208	208	-4	his	False	P	False	3	0	1	1
3276	102	5	167	0	his	False	-4	3	160	320	320	320	148	148	148	148	-4	his	False	P	False	3	0	1	0
3277	102	5	19	0	his	False	-4	4	0	0	0	0	244	244	392	1632	-4	his	False	P	False	3	0	1	1
3279	102	5	179	0	his	False	-4	6	0	0	0	0	180	180	180	180	-4	his	False	P	False	3	0	1	1
3282	102	5	12	0	his	False	-4	10	0	0	0	0	144	144	144	144	-4	his	False	P	False	3	0	1	1
3283	102	5	179	0	his	False	-4	11	0	0	0	0	176	176	176	176	-4	his	False	P	False	3	0	1	1
3285	102	5	102	0	his	False	-4	13	0	0	0	0	156	156	156	156	-4	his	False	P	False	3	0	1	1
3286	102	5	125	0	his	False	-4	14	196	196	196	196	184	184	184	184	-4	his	False	P	False	3	0	1	0
3287	102	5	194	0	his	False	-4	15	0	0	0	0	144	144	144	144	-4	his	False	P	False	3	0	1	1
3288	102	5	7	0	his	False	-4	16	164	164	164	164	140	140	140	140	-4	his	False	P	False	3	0	1	0
3289	102	5	123	0	his	False	-4	17	0	0	0	0	56	56	228	1768	-4	his	False	P	False	3	0	1	1
3290	102	5	138	0	his	False	-4	18	0	0	0	0	140	140	140	140	-4	his	False	P	False	3	0	1	1
3291	102	5	157	0	his	False	-4	19	188	188	188	188	112	112	112	112	-4	his	False	P	False	3	0	1	0
3292	102	5	159	0	his	False	-4	20	256	256	256	256	200	200	384	788	-4	his	False	P	False	3	0	1	0
3293	102	5	109	0	his	False	-4	21	0	0	0	0	144	144	144	144	-4	his	False	P	False	3	0	1	1
3294	102	5	26	0	his	False	-4	22	0	0	0	0	140	140	376	1968	-4	his	False	P	False	3	0	1	1
3295	102	5	202	0	his	False	-4	23	176	176	176	176	360	360	360	360	-4	his	False	P	False	3	0	1	0
3296	102	5	83	0	his	False	-4	24	168	168	168	168	140	140	140	140	-4	his	False	P	False	3	0	1	0
3297	102	5	138	0	his	False	-4	25	120	120	120	120	176	176	176	176	-4	his	False	P	False	3	0	1	0
3298	102	5	38	0	his	False	-4	27	240	240	240	240	160	292	292	292	-4	his	False	P	False	3	0	1	0
3299	102	5	92	0	his	False	-4	28	372	564	852	1072	292	292	292	292	-4	his	False	P	False	3	0	1	0
3300	102	5	90	0	his	False	-4	29	184	184	184	184	160	160	160	160	-4	his	False	P	False	3	0	1	0
3301	102	5	12	0	his	False	-4	30	440	440	664	1400	180	180	180	180	-4	his	False	P	False	3	0	1	0
3302	102	5	164	0	his	False	-4	31	144	144	144	256	196	196	196	196	-4	his	False	P	False	3	0	1	0
3303	102	5	179	0	his	False	-4	32	0	0	0	0	140	332	332	332	-4	his	False	P	False	3	0	1	1
3304	102	5	189	0	his	False	-4	33	192	192	192	192	168	168	168	168	-4	his	False	P	False	3	0	1	0
3306	102	5	191	0	his	False	-4	35	0	0	0	0	188	188	188	188	-4	his	False	P	False	3	0	1	1
3307	102	5	47	0	his	False	-4	36	0	0	0	0	180	180	180	180	-4	his	False	P	False	3	0	1	1
3308	102	5	189	0	his	False	-4	37	284	284	284	284	196	284	284	284	-4	his	False	P	False	3	0	1	0
3309	102	5	144	0	his	False	-4	38	296	296	296	404	164	164	164	164	-4	his	False	P	False	3	0	1	0
3310	102	5	16	0	his	False	-4	39	0	0	0	0	40	220	380	1160	-4	his	False	P	False	3	0	1	1
3311	102	5	150	0	his	False	-4	40	148	148	148	148	128	128	128	388	-4	his	False	P	False	3	0	1	0
3312	102	5	77	0	his	False	-4	41	0	0	0	0	132	132	300	1416	-4	his	False	P	False	3	0	1	1
3314	102	5	80	0	his	False	-4	43	0	0	0	0	176	176	176	176	-4	his	False	P	False	3	0	1	1
3315	102	8	122	0	his	False	-3	1	0	0	0	0	276	456	456	456	-3	his	False	P	False	3	1	1	1
3317	102	8	167	0	his	False	-3	3	0	0	0	0	176	260	260	556	-3	his	False	P	False	3	1	1	1
3318	102	8	19	0	his	False	-3	4	152	152	152	152	144	472	472	756	-3	his	False	P	False	3	1	1	0
3319	102	8	57	0	his	False	-3	5	0	0	0	0	296	296	472	1880	-3	his	False	P	False	3	1	1	1
3320	102	8	179	0	his	False	-3	6	152	152	152	152	140	140	140	280	-3	his	False	P	False	3	1	1	0
3321	102	8	116	0	his	False	-3	7	36	36	36	36	180	180	384	2592	-3	his	False	P	False	3	1	1	0
3322	102	8	34	0	his	False	-3	8	0	0	0	0	192	392	392	392	-3	his	False	P	False	3	1	1	1
3323	102	8	12	0	his	False	-3	10	248	248	248	248	252	252	252	1164	-3	his	False	P	False	3	1	1	0
3324	102	8	179	0	his	False	-3	11	0	0	0	0	272	272	272	444	-3	his	False	P	False	3	1	1	1
3325	102	8	113	0	his	False	-3	12	0	0	0	0	168	168	168	1108	-3	his	False	P	False	3	1	1	1
3326	102	8	102	0	his	False	-3	13	264	264	264	264	272	508	508	708	-3	his	False	P	False	3	1	1	0
3327	102	8	125	0	his	False	-3	14	0	0	0	0	356	356	356	356	-3	his	False	P	False	3	1	1	1
3328	102	8	194	0	his	False	-3	15	220	220	220	220	172	172	172	172	-3	his	False	P	False	3	1	1	0
3329	102	8	7	0	his	False	-3	16	0	0	0	0	352	1036	1908	2120	-3	his	False	P	False	3	1	1	1
3330	102	8	123	0	his	False	-3	17	0	0	0	0	128	128	128	128	-3	his	False	P	False	3	1	1	1
3331	102	8	138	0	his	False	-3	18	0	0	0	0	184	184	184	184	-3	his	False	P	False	3	1	1	1
3332	102	8	157	0	his	False	-3	19	0	0	0	0	152	152	152	896	-3	his	False	P	False	3	1	1	1
3333	102	8	159	0	his	False	-3	20	164	164	164	164	192	192	192	700	-3	his	False	P	False	3	1	1	0
3334	102	8	109	0	his	False	-3	21	136	136	136	136	184	184	184	184	-3	his	False	P	False	3	1	1	0
3335	102	8	26	0	his	False	-3	22	0	0	0	0	304	476	476	1552	-3	his	False	P	False	3	1	1	1
3336	102	8	202	0	his	False	-3	23	144	144	144	144	368	368	524	1484	-3	his	False	P	False	3	1	1	0
3337	102	8	83	0	his	False	-3	24	0	0	0	0	204	204	204	204	-3	his	False	P	False	3	1	1	1
3338	102	8	138	0	his	False	-3	25	0	0	0	0	212	212	212	656	-3	his	False	P	False	3	1	1	1
3339	102	8	38	0	his	False	-3	27	0	0	0	0	332	608	608	608	-3	his	False	P	False	3	1	1	1
3340	102	8	92	0	his	False	-3	28	0	0	0	0	156	156	316	528	-3	his	False	P	False	3	1	1	1
3341	102	8	90	0	his	False	-3	29	276	276	276	276	152	152	152	288	-3	his	False	P	False	3	1	1	0
3342	102	8	12	0	his	False	-3	30	0	0	0	0	264	424	424	1472	-3	his	False	P	False	3	1	1	1
3343	102	8	164	0	his	False	-3	31	92	92	228	1044	168	168	168	168	-3	his	False	P	False	3	1	1	0
3344	102	8	179	0	his	False	-3	32	0	0	0	0	292	292	292	416	-3	his	False	P	False	3	1	1	1
3345	102	8	189	0	his	False	-3	33	180	180	180	368	144	308	308	904	-3	his	False	P	False	3	1	1	0
3348	102	8	47	0	his	False	-3	36	264	408	408	408	132	132	132	392	-3	his	False	P	False	3	1	1	0
3349	102	8	189	0	his	False	-3	37	128	128	128	128	116	116	116	412	-3	his	False	P	False	3	1	1	0
3350	102	8	144	0	his	False	-3	38	0	0	0	0	144	144	144	144	-3	his	False	P	False	3	1	1	1
3351	102	8	16	0	his	False	-3	39	240	240	240	240	104	104	104	104	-3	his	False	P	False	3	1	1	0
3353	102	8	77	0	his	False	-3	41	188	324	324	324	156	328	328	508	-3	his	False	P	False	3	1	1	0
3354	102	8	128	0	his	False	-3	42	0	0	0	0	192	192	396	1324	-3	his	False	P	False	3	1	1	1
3355	102	8	80	0	his	False	-3	43	0	0	0	0	284	500	500	652	-3	his	False	P	False	3	1	1	1
3397	104	3	95	0	his	False	-2	1	224	224	224	224	192	192	192	192	-2	his	False	P	False	3	0	1	0
3398	104	3	175	0	his	False	-2	2	0	0	0	0	152	152	152	152	-2	his	False	P	False	3	0	1	1
3399	104	3	184	0	his	False	-2	3	200	200	200	200	232	232	232	232	-2	his	False	P	False	3	0	1	0
3401	104	3	196	0	his	False	-2	5	0	0	0	0	228	228	228	228	-2	his	False	P	False	3	0	1	1
3402	104	3	17	0	his	False	-2	6	0	0	0	0	136	136	136	136	-2	his	False	P	False	3	0	1	1
3405	104	3	201	0	his	False	-2	10	184	184	184	184	152	152	152	152	-2	his	False	P	False	3	0	1	0
3406	104	3	124	0	his	False	-2	11	180	180	180	180	128	128	128	128	-2	his	False	P	False	3	0	1	0
3407	104	3	5	0	his	False	-2	12	160	160	160	160	124	124	124	124	-2	his	False	P	False	3	0	1	0
3408	104	3	101	0	his	False	-2	13	232	232	232	232	164	164	164	164	-2	his	False	P	False	3	0	1	0
3412	104	3	134	0	his	False	-2	17	0	0	0	0	192	192	192	192	-2	his	False	P	False	3	0	1	1
3413	104	3	67	0	his	False	-2	18	0	0	0	0	144	144	144	144	-2	his	False	P	False	3	0	1	1
3414	104	3	113	0	his	False	-2	19	156	156	156	156	112	112	112	112	-2	his	False	P	False	3	0	1	0
3415	104	3	15	0	his	False	-2	20	0	0	0	0	188	188	188	188	-2	his	False	P	False	3	0	1	1
3416	104	3	133	0	his	False	-2	21	0	0	0	0	132	132	132	132	-2	his	False	P	False	3	0	1	1
3417	104	3	185	0	his	False	-2	22	0	0	0	0	168	344	344	344	-2	his	False	P	False	3	0	1	1
3418	104	3	93	0	his	False	-2	23	204	204	204	204	156	156	156	464	-2	his	False	P	False	3	0	1	0
3419	104	3	78	0	his	False	-2	24	152	152	152	152	168	168	168	168	-2	his	False	P	False	3	0	1	0
3420	104	3	35	0	his	False	-2	25	240	240	240	240	80	80	224	600	-2	his	False	P	False	3	0	1	0
3421	104	3	76	0	his	False	-2	27	0	0	0	0	224	444	444	444	-2	his	False	P	False	3	0	1	1
3422	104	3	2	0	his	False	-2	28	0	0	0	0	84	552	752	948	-2	his	False	P	False	3	0	1	1
3423	104	3	27	0	his	False	-2	29	0	0	0	0	144	224	384	980	-2	his	False	P	False	3	0	1	1
3424	104	3	27	0	his	False	-2	30	288	288	288	288	212	212	212	212	-2	his	False	P	False	3	0	1	0
3425	104	3	139	0	his	False	-2	31	0	0	0	0	148	148	148	148	-2	his	False	P	False	3	0	1	1
3426	104	3	192	0	his	False	-2	32	188	188	188	188	204	204	204	204	-2	his	False	P	False	3	0	1	0
3427	104	3	76	0	his	False	-2	33	0	0	0	0	80	244	244	288	-2	his	False	P	False	3	0	1	1
3428	104	3	33	0	his	False	-2	34	0	0	0	0	288	392	392	392	-2	his	False	P	False	3	0	1	1
3429	104	3	27	0	his	False	-2	35	164	164	164	164	168	168	168	168	-2	his	False	P	False	3	0	1	0
3431	104	3	9	0	his	False	-2	37	272	272	272	272	192	192	192	192	-2	his	False	P	False	3	0	1	0
3432	104	3	93	0	his	False	-2	38	0	0	0	0	228	228	228	228	-2	his	False	P	False	3	0	1	1
3433	104	3	22	0	his	False	-2	39	292	292	292	1456	432	432	644	940	-2	his	False	P	False	3	0	1	0
3435	104	3	204	0	his	False	-2	41	208	208	208	208	116	116	116	116	-2	his	False	P	False	3	0	1	0
3436	104	3	138	0	his	False	-2	42	0	0	0	0	204	204	204	204	-2	his	False	P	False	3	0	1	1
3437	104	3	110	0	his	False	-2	43	0	0	0	0	160	160	160	160	-2	his	False	P	False	3	0	1	1
3438	106	3	108	0	his	False	-2	1	164	212	212	212	124	124	124	124	-2	his	False	P	False	3	0	1	0
3439	106	3	154	0	his	False	-2	2	164	164	164	164	116	116	116	116	-2	his	False	P	False	3	0	1	0
3440	106	3	177	0	his	False	-2	3	132	248	248	248	180	180	180	180	-2	his	False	P	False	3	0	1	0
3441	106	3	77	0	his	False	-2	4	0	0	0	0	32	208	208	208	-2	his	False	P	False	3	0	1	1
3442	106	3	108	0	his	False	-2	5	216	216	216	904	204	204	204	204	-2	his	False	P	False	3	0	1	0
3444	106	3	16	0	his	False	-2	7	116	116	116	116	124	124	124	124	-2	his	False	P	False	3	0	1	0
3446	106	3	76	0	his	False	-2	10	0	0	0	0	272	272	272	272	-2	his	False	P	False	3	0	1	1
3447	106	3	187	0	his	False	-2	11	164	164	164	164	148	148	148	148	-2	his	False	P	False	3	0	1	0
3448	106	3	194	0	his	False	-2	12	0	0	0	0	188	188	188	188	-2	his	False	P	False	3	0	1	1
3449	106	3	196	0	his	False	-2	13	184	184	184	184	128	128	128	128	-2	his	False	P	False	3	0	1	0
3451	106	3	15	0	his	False	-2	15	0	0	0	0	260	260	260	260	-2	his	False	P	False	3	0	1	1
3452	106	3	16	0	his	False	-2	16	188	188	188	188	148	148	148	148	-2	his	False	P	False	3	0	1	0
3453	106	3	74	0	his	False	-2	17	0	0	0	0	192	192	192	192	-2	his	False	P	False	3	0	1	1
3454	106	3	97	0	his	False	-2	18	0	0	0	0	188	188	188	188	-2	his	False	P	False	3	0	1	1
3455	106	3	2	0	his	False	-2	19	200	200	200	200	104	104	104	104	-2	his	False	P	False	3	0	1	0
3457	106	3	179	0	his	False	-2	21	128	128	128	128	128	128	128	128	-2	his	False	P	False	3	0	1	0
3458	106	3	23	0	his	False	-2	22	0	0	0	0	168	168	316	448	-2	his	False	P	False	3	0	1	1
3459	106	3	52	0	his	False	-2	23	176	176	176	176	268	268	268	268	-2	his	False	P	False	3	0	1	0
3460	106	3	137	0	his	False	-2	24	128	128	128	128	112	112	112	112	-2	his	False	P	False	3	0	1	0
3461	106	3	129	0	his	False	-2	25	264	264	264	828	192	316	316	316	-2	his	False	P	False	3	0	1	0
3463	106	3	20	0	his	False	-2	28	120	228	228	228	192	704	704	704	-2	his	False	P	False	3	0	1	0
3464	106	3	116	0	his	False	-2	29	0	0	0	0	160	160	160	160	-2	his	False	P	False	3	0	1	1
3466	106	3	143	0	his	False	-2	31	0	0	0	0	236	236	236	236	-2	his	False	P	False	3	0	1	1
3467	106	3	133	0	his	False	-2	32	244	244	244	244	228	228	228	228	-2	his	False	P	False	3	0	1	0
3468	106	3	52	0	his	False	-2	33	0	0	0	0	144	144	144	280	-2	his	False	P	False	3	0	1	1
3469	106	3	16	0	his	False	-2	34	0	0	0	0	180	180	180	180	-2	his	False	P	False	3	0	1	1
3470	106	3	159	0	his	False	-2	35	0	0	0	0	180	332	332	332	-2	his	False	P	False	3	0	1	1
3471	106	3	77	0	his	False	-2	36	0	0	0	0	248	248	248	248	-2	his	False	P	False	3	0	1	1
3472	106	3	18	0	his	False	-2	37	0	0	0	0	200	200	200	200	-2	his	False	P	False	3	0	1	1
3473	106	3	20	0	his	False	-2	38	0	0	0	0	224	224	224	292	-2	his	False	P	False	3	0	1	1
3477	106	3	110	0	his	False	-2	42	0	0	0	0	140	140	140	140	-2	his	False	P	False	3	0	1	1
3478	106	3	85	0	his	False	-2	43	224	224	224	224	104	104	104	104	-2	his	False	P	False	3	0	1	0
3561	107	8	94	0	her	True	-7	1	148	148	148	148	220	508	508	508	-7	her	False	O	False	3	2	1	0
3562	107	8	104	0	her	True	-7	2	156	156	156	156	172	172	172	548	-7	her	False	O	False	3	2	1	0
3563	107	8	94	0	her	True	-7	3	232	444	444	444	116	196	196	196	-7	her	False	O	False	3	2	1	0
3564	107	8	6	0	her	True	-7	4	172	172	172	172	92	92	92	768	-7	her	False	O	False	3	2	1	0
3567	107	8	115	0	her	True	-7	7	180	180	352	588	312	312	448	1076	-7	her	False	O	False	3	2	1	0
3568	107	8	71	0	her	True	-7	8	192	192	192	192	140	140	140	400	-7	her	False	O	False	3	2	1	0
3569	107	8	183	0	her	True	-7	10	232	232	232	232	316	316	316	1128	-7	her	False	O	False	3	2	1	0
3570	107	8	154	0	her	True	-7	11	292	292	292	292	248	444	444	444	-7	her	False	O	False	3	2	1	0
3573	107	8	193	0	her	True	-7	14	220	220	392	596	348	348	348	348	-7	her	False	O	False	3	2	1	0
3575	107	8	189	0	her	True	-7	16	200	484	484	484	456	456	612	1204	-7	her	False	O	False	3	2	1	0
3578	107	8	120	0	her	True	-7	19	120	120	120	120	312	312	312	1240	-7	her	False	O	False	3	2	1	0
3579	107	8	151	0	her	True	-7	20	0	0	0	0	304	304	416	976	-7	her	False	O	False	3	2	1	1
3580	107	8	124	0	her	True	-7	21	0	0	0	0	216	216	216	216	-7	her	False	O	False	3	2	1	1
3581	107	8	3	0	her	True	-7	22	264	264	704	1964	160	364	364	364	-7	her	False	O	False	3	2	1	0
3582	107	8	128	0	her	True	-7	23	172	172	172	172	468	468	468	752	-7	her	False	O	False	3	2	1	0
3584	107	8	64	0	her	True	-7	25	168	168	168	168	212	212	400	508	-7	her	False	O	False	3	2	1	0
3585	107	8	17	0	her	True	-7	27	296	296	296	296	192	192	192	192	-7	her	False	O	False	3	2	1	0
3586	107	8	117	0	her	True	-7	28	232	368	368	368	100	100	100	100	-7	her	False	O	False	3	2	1	0
3587	107	8	151	0	her	True	-7	29	216	216	216	216	236	236	236	236	-7	her	False	O	False	3	2	1	0
3588	107	8	142	0	her	True	-7	30	196	196	196	676	232	232	444	636	-7	her	False	O	False	3	2	1	0
3589	107	8	130	0	her	True	-7	31	0	0	0	0	108	108	108	108	-7	her	False	O	False	3	2	1	1
3590	107	8	104	0	her	True	-7	32	164	164	164	164	212	212	212	212	-7	her	False	O	False	3	2	1	0
3591	107	8	96	0	her	True	-7	33	272	272	272	272	188	188	188	1144	-7	her	False	O	False	3	2	1	0
3592	107	8	129	0	her	True	-7	34	0	0	0	0	204	204	204	324	-7	her	False	O	False	3	2	1	1
3593	107	8	116	0	her	True	-7	35	148	148	148	148	164	164	164	164	-7	her	False	O	False	3	2	1	0
3596	107	8	12	0	her	True	-7	38	220	220	220	220	124	124	124	124	-7	her	False	O	False	3	2	1	0
3598	107	8	129	0	her	True	-7	40	0	0	0	0	140	140	140	308	-7	her	False	O	False	3	2	1	1
3599	107	8	13	0	her	True	-7	41	220	220	220	220	108	280	280	280	-7	her	False	O	False	3	2	1	0
3601	107	8	27	0	her	True	-7	43	260	556	556	556	172	172	172	172	-7	her	False	O	False	3	2	1	0
3850	113	8	148	0	his	True	-7	1	0	0	0	0	156	156	156	156	-7	his	False	P	False	3	1	1	1
3851	113	8	146	0	his	True	-7	2	0	0	0	0	168	524	524	524	-7	his	False	P	False	3	1	1	1
3852	113	8	162	0	his	True	-7	3	0	0	0	0	248	248	248	248	-7	his	False	P	False	3	1	1	1
3853	113	8	54	0	his	True	-7	4	0	0	0	0	216	368	368	368	-7	his	False	P	False	3	1	1	1
3854	113	8	5	0	his	True	-7	5	0	0	0	0	280	280	280	1036	-7	his	False	P	False	3	1	1	1
3855	113	8	131	0	his	True	-7	6	0	0	0	0	612	612	612	612	-7	his	False	P	False	3	1	1	1
3857	113	8	181	0	his	True	-7	8	200	200	200	200	200	200	404	1712	-7	his	False	P	False	3	1	1	0
3858	113	8	57	0	his	True	-7	10	0	0	0	0	184	184	184	184	-7	his	False	P	False	3	1	1	1
3859	113	8	23	0	his	True	-7	11	136	136	136	136	236	544	544	544	-7	his	False	P	False	3	1	1	0
3860	113	8	135	0	his	True	-7	12	0	0	0	0	180	440	440	440	-7	his	False	P	False	3	1	1	1
3862	113	8	32	0	his	True	-7	14	0	0	0	0	312	312	312	312	-7	his	False	P	False	3	1	1	1
3863	113	8	179	0	his	True	-7	15	0	0	0	0	104	440	796	1088	-7	his	False	P	False	3	1	1	1
3864	113	8	68	0	his	True	-7	16	180	180	180	180	256	396	396	396	-7	his	False	P	False	3	1	1	0
3865	113	8	131	0	his	True	-7	17	0	0	0	0	152	344	344	344	-7	his	False	P	False	3	1	1	1
3866	113	8	193	0	his	True	-7	18	0	0	0	0	204	204	204	204	-7	his	False	P	False	3	1	1	1
3867	113	8	177	0	his	True	-7	19	0	0	0	0	120	452	452	452	-7	his	False	P	False	3	1	1	1
3869	113	8	155	0	his	True	-7	21	180	180	180	180	416	416	416	416	-7	his	False	P	False	3	1	1	0
3870	113	8	195	0	his	True	-7	22	0	0	0	0	356	356	356	356	-7	his	False	P	False	3	1	1	1
3871	113	8	25	0	his	True	-7	23	0	0	0	0	152	432	432	432	-7	his	False	P	False	3	1	1	1
3872	113	8	173	0	his	True	-7	24	0	0	0	0	256	256	484	860	-7	his	False	P	False	3	1	1	1
3873	113	8	72	0	his	True	-7	25	0	0	0	0	260	260	260	260	-7	his	False	P	False	3	1	1	1
3874	113	8	104	0	his	True	-7	27	0	0	0	0	276	508	508	508	-7	his	False	P	False	3	1	1	1
3875	113	8	195	0	his	True	-7	28	0	0	0	0	348	484	484	484	-7	his	False	P	False	3	1	1	1
3876	113	8	173	0	his	True	-7	29	0	0	0	0	124	124	124	124	-7	his	False	P	False	3	1	1	1
3877	113	8	16	0	his	True	-7	30	0	0	0	0	316	376	740	1912	-7	his	False	P	False	3	1	1	1
3879	113	8	205	0	his	True	-7	32	0	0	0	0	176	176	176	176	-7	his	False	P	False	3	1	1	1
3880	113	8	28	0	his	True	-7	33	168	168	168	168	160	160	160	160	-7	his	False	P	False	3	1	1	0
3881	113	8	117	0	his	True	-7	34	140	140	140	140	304	304	304	304	-7	his	False	P	False	3	1	1	0
3882	113	8	33	0	his	True	-7	35	0	0	0	0	128	128	128	128	-7	his	False	P	False	3	1	1	1
3884	113	8	165	0	his	True	-7	37	0	0	0	0	172	436	436	436	-7	his	False	P	False	3	1	1	1
3885	113	8	73	0	his	True	-7	38	0	0	0	0	304	304	304	304	-7	his	False	P	False	3	1	1	1
3886	113	8	91	0	his	True	-7	39	0	0	0	0	152	152	152	152	-7	his	False	P	False	3	1	1	1
3888	113	8	32	0	his	True	-7	41	176	176	176	176	248	248	248	248	-7	his	False	P	False	3	1	1	0
3889	113	8	174	0	his	True	-7	42	264	264	264	264	268	268	268	528	-7	his	False	P	False	3	1	1	0
3890	113	8	177	0	his	True	-7	43	0	0	0	0	184	184	184	184	-7	his	False	P	False	3	1	1	1
3932	114	6	79	0	him	True	-5	1	236	236	236	236	360	360	360	360	-5	him	False	O	False	3	1	1	0
3937	114	6	75	0	him	True	-5	6	0	0	0	0	256	256	256	256	-5	him	False	O	False	3	1	1	1
