	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	closest_inverse_distance	furthest_inverse_distance	word_length	target_skipped	spill_skipped
1198	24	1	1	0	Experiencer	-1	I	1	Experiencer		-1	-1	2	knew	[1]	['knew']	16	125	244	432	432	432	400	400	400	400	-1	-1	4	0	0
1202	24	1	1	0	Experiencer	-1	I	1	Experiencer		-1	-1	2	knew	[1]	['knew']	20	171	240	240	240	240	124	124	124	124	-1	-1	4	0	0
1218	24	1	1	0	Experiencer	-1	I	1	Experiencer		-1	-1	2	knew	[1]	['knew']	37	22	0	0	0	0	40	40	40	252	-1	-1	4	1	0
1221	24	1	1	0	Experiencer	-1	I	1	Experiencer		-1	-1	2	knew	[1]	['knew']	40	2	292	444	444	444	136	136	136	136	-1	-1	4	0	0
1225	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	1	32	324	324	324	324	280	280	600	944	-1	-1	5	0	0
1226	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	2	60	164	296	296	296	152	324	324	324	-1	-1	5	0	0
1227	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	3	133	156	272	272	272	248	248	248	248	-1	-1	5	0	0
1228	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	4	123	204	204	204	204	424	424	424	424	-1	-1	5	0	0
1229	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	5	49	196	196	196	432	276	276	540	1584	-1	-1	5	0	0
1230	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	6	9	192	192	192	192	152	152	152	884	-1	-1	5	0	0
1231	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	7	148	0	0	0	0	176	176	360	776	-1	-1	5	1	0
1232	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	8	160	264	264	264	264	160	192	192	192	-1	-1	5	0	0
1233	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	10	144	204	204	204	204	176	176	360	736	-1	-1	5	0	0
1234	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	11	160	200	200	200	200	256	380	380	380	-1	-1	5	0	0
1235	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	12	6	312	312	312	312	452	452	452	452	-1	-1	5	0	0
1236	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	13	54	244	244	244	244	224	224	224	224	-1	-1	5	0	0
1237	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	14	85	188	188	188	188	484	484	484	484	-1	-1	5	0	0
1239	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	16	125	84	256	256	256	176	176	176	176	-1	-1	5	0	0
1241	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	18	6	240	240	240	416	192	192	412	780	-1	-1	5	0	0
1242	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	19	10	76	284	284	284	192	192	576	1052	-1	-1	5	0	0
1243	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	20	171	172	172	172	172	168	168	168	168	-1	-1	5	0	0
1244	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	21	38	172	172	172	172	72	72	312	484	-1	-1	5	0	0
1245	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	22	166	336	336	336	336	276	276	496	736	-1	-1	5	0	0
1246	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	23	64	304	304	304	304	244	244	244	244	-1	-1	5	0	0
1247	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	24	187	192	192	192	192	244	244	420	824	-1	-1	5	0	0
1248	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	25	161	156	292	292	292	160	160	160	160	-1	-1	5	0	0
1249	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	27	9	40	40	284	660	24	24	24	24	-1	-1	5	0	0
1250	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	28	167	340	340	340	340	164	164	164	164	-1	-1	5	0	0
1252	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	30	122	468	468	468	468	304	304	304	676	-1	-1	5	0	0
1254	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	32	120	212	388	388	388	196	196	196	196	-1	-1	5	0	0
1255	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	33	38	168	288	288	288	224	224	224	616	-1	-1	5	0	0
1257	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	35	187	200	200	200	200	160	160	160	160	-1	-1	5	0	0
1258	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	36	163	200	200	200	200	180	180	180	180	-1	-1	5	0	0
1259	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	37	22	144	340	468	800	168	168	168	168	-1	-1	5	0	0
1260	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	38	54	244	244	244	244	236	412	412	684	-1	-1	5	0	0
1262	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	40	2	108	108	108	108	400	400	400	400	-1	-1	5	0	0
1263	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	41	74	0	0	0	0	76	76	228	780	-1	-1	5	1	0
1264	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	42	203	180	180	180	180	168	168	168	456	-1	-1	5	0	0
1265	24	4	1	1	Experiencer	-1	I	3	Experiencer		-1	-1	4	heard	[3]	['heard']	43	119	220	220	220	220	220	220	220	220	-1	-1	5	0	0
1266	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	1	75	200	200	200	200	288	288	288	288	-2	-2	4	0	0
1268	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	3	23	208	404	952	1148	136	252	252	252	-2	-2	4	0	0
1271	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	6	22	100	100	100	320	156	156	156	156	-2	-2	4	0	0
1273	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	8	155	184	184	184	184	244	244	244	244	-2	-2	4	0	0
1274	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	10	109	128	128	128	128	168	168	168	168	-2	-2	4	0	0
1275	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	11	137	184	184	184	184	140	140	140	140	-2	-2	4	0	0
1278	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	14	21	0	0	0	0	204	204	204	736	-2	-2	4	1	0
1279	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	15	39	0	0	0	0	196	196	196	708	-2	-2	4	1	0
1280	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	16	202	148	148	148	148	172	172	172	172	-2	-2	4	0	0
1286	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	23	11	220	220	220	220	184	184	184	184	-2	-2	4	0	0
1287	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	24	203	160	160	160	160	236	236	320	544	-2	-2	4	0	0
1289	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	27	184	184	184	184	184	236	236	236	236	-2	-2	4	0	0
1290	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	28	21	0	0	0	0	284	284	524	628	-2	-2	4	1	0
1292	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	30	150	204	204	204	204	208	208	208	208	-2	-2	4	0	0
1294	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	32	12	336	336	336	336	148	148	148	148	-2	-2	4	0	0
1295	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	33	16	288	288	288	288	172	172	172	172	-2	-2	4	0	0
1296	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	34	2	244	244	244	244	168	168	168	168	-2	-2	4	0	0
1298	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	36	145	0	0	0	0	280	280	280	492	-2	-2	4	1	0
1300	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	38	162	0	0	0	0	172	172	172	172	-2	-2	4	1	0
1305	25	2	1	1	Pivot	-2	I	1	Pivot		-1	-2	3	want	[2, 3]	['want', 'to']	43	149	220	220	220	220	172	172	172	172	-2	-2	4	0	0
1306	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	1	75	0	0	0	0	156	236	236	236	-3	-3	4	1	0
1307	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	2	83	224	224	224	352	264	264	264	496	-3	-3	4	0	0
1308	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	3	23	212	212	212	212	256	548	548	548	-3	-3	4	0	0
1309	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	4	139	204	204	204	204	312	312	312	312	-3	-3	4	0	0
1310	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	5	177	188	188	188	188	156	156	156	348	-3	-3	4	0	0
1312	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	7	186	220	220	220	340	196	196	412	580	-3	-3	4	0	0
1313	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	8	155	0	0	0	0	124	124	124	124	-3	-3	4	1	0
1314	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	10	109	164	164	164	164	200	200	308	1004	-3	-3	4	0	0
1315	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	11	137	132	132	132	132	196	196	196	196	-3	-3	4	0	0
1316	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	12	97	268	268	268	788	288	288	288	288	-3	-3	4	0	0
1317	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	13	85	280	280	280	280	448	576	576	576	-3	-3	4	0	0
1318	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	14	21	320	320	320	320	368	368	368	904	-3	-3	4	0	0
1320	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	16	202	196	196	196	196	232	784	784	784	-3	-3	4	0	0
1321	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	18	70	164	164	164	164	252	252	252	252	-3	-3	4	0	0
1322	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	19	27	152	152	152	152	164	164	164	860	-3	-3	4	0	0
1323	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	20	38	256	256	256	256	152	320	320	320	-3	-3	4	0	0
1324	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	21	18	188	188	188	188	308	656	656	656	-3	-3	4	0	0
1326	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	23	11	196	196	196	196	300	300	300	924	-3	-3	4	0	0
1327	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	24	203	60	60	60	60	284	284	284	404	-3	-3	4	0	0
1328	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	25	51	216	216	348	552	164	536	536	536	-3	-3	4	0	0
1329	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	27	184	164	164	164	164	236	236	236	592	-3	-3	4	0	0
1330	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	28	21	132	324	552	744	120	120	120	120	-3	-3	4	0	0
1331	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	29	89	112	112	168	648	160	404	404	404	-3	-3	4	0	0
1332	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	30	150	224	224	224	224	448	448	448	448	-3	-3	4	0	0
1333	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	31	2	204	204	204	204	464	464	464	464	-3	-3	4	0	0
1334	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	32	12	292	292	292	292	248	248	608	1072	-3	-3	4	0	0
1335	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	33	16	80	80	80	80	148	148	372	1416	-3	-3	4	0	0
1336	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	34	2	200	200	200	200	208	208	208	208	-3	-3	4	0	0
1337	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	35	178	320	320	320	320	220	220	220	220	-3	-3	4	0	0
1339	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	37	116	152	300	300	300	160	160	160	788	-3	-3	4	0	0
1341	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	39	35	0	0	0	0	148	148	148	732	-3	-3	4	1	0
1343	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	41	19	196	392	392	392	128	128	128	668	-3	-3	4	0	0
1344	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	42	8	400	400	400	400	224	496	496	676	-3	-3	4	0	0
1345	25	3	1	1	Agent	-3	I	1	Agent		-1	-3	5	miss	[4]	['miss']	43	149	216	216	216	216	192	192	192	412	-3	-3	4	0	0
1348	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	3	204	200	200	200	200	292	292	292	292	-1	-1	6	0	0
1353	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	8	68	204	204	204	204	176	176	176	176	-1	-1	6	0	0
1354	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	10	119	160	160	160	160	124	124	124	124	-1	-1	6	0	0
1355	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	11	185	188	188	188	188	148	148	148	148	-1	-1	6	0	0
1356	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	12	9	252	252	252	252	384	384	384	728	-1	-1	6	0	0
1357	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	13	162	292	292	292	292	312	312	312	312	-1	-1	6	0	0
1358	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	14	34	0	0	0	0	224	224	224	1164	-1	-1	6	1	0
1361	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	17	50	248	248	248	248	256	256	256	768	-1	-1	6	0	0
1362	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	18	139	312	312	312	312	216	216	216	216	-1	-1	6	0	0
1363	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	19	154	168	168	168	168	192	192	192	192	-1	-1	6	0	0
1366	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	22	150	324	324	324	324	192	192	192	192	-1	-1	6	0	0
1367	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	23	120	108	108	588	1148	144	144	144	384	-1	-1	6	0	0
1368	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	24	126	372	372	372	372	152	152	152	152	-1	-1	6	0	0
1371	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	28	63	44	512	512	512	308	308	308	308	-1	-1	6	0	0
1372	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	29	195	264	264	552	596	156	156	156	156	-1	-1	6	0	0
1373	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	30	113	332	332	332	332	244	244	244	244	-1	-1	6	0	0
1375	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	32	174	240	240	240	240	244	244	244	244	-1	-1	6	0	0
1376	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	33	192	88	280	280	280	176	176	176	176	-1	-1	6	0	0
1383	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	40	35	156	240	240	240	196	196	196	196	-1	-1	6	0	0
1386	26	1	1	1	Theme	-1	Jack	1	Theme		-1	-1	2	walked	[1]	['walked']	43	92	224	224	224	224	192	192	192	192	-1	-1	6	0	0
1387	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	1	111	172	172	172	328	132	132	300	424	-1	-1	3	0	0
1389	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	3	129	176	176	176	176	132	256	256	256	-1	-1	3	0	0
1390	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	4	13	232	232	232	232	152	152	152	152	-1	-1	3	0	0
1391	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	5	82	0	0	0	0	268	268	268	596	-1	-1	3	1	0
1392	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	6	34	0	0	0	0	144	144	144	144	-1	-1	3	1	0
1393	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	7	67	0	0	0	0	224	224	224	224	-1	-1	3	1	0
1394	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	8	132	248	248	452	608	316	316	436	844	-1	-1	3	0	0
1396	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	11	196	144	144	144	144	192	192	192	192	-1	-1	3	0	0
1398	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	13	58	208	208	208	208	196	196	196	196	-1	-1	3	0	0
1401	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	16	18	16	16	176	548	248	248	248	248	-1	-1	3	0	0
1402	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	17	60	312	312	432	680	132	132	132	132	-1	-1	3	0	0
1403	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	18	43	240	240	240	368	188	188	188	188	-1	-1	3	0	0
1404	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	19	183	200	200	200	200	120	120	120	120	-1	-1	3	0	0
1405	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	20	195	64	64	64	276	220	220	220	220	-1	-1	3	0	0
1407	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	22	187	152	516	516	516	136	136	136	136	-1	-1	3	0	0
1408	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	23	43	328	600	600	800	160	312	312	312	-1	-1	3	0	0
1409	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	24	72	240	240	240	444	316	316	316	420	-1	-1	3	0	0
1410	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	25	148	208	208	384	596	200	200	200	200	-1	-1	3	0	0
1412	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	28	65	264	372	520	784	312	312	312	312	-1	-1	3	0	0
1414	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	30	57	192	192	192	192	272	272	272	272	-1	-1	3	0	0
1415	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	31	30	132	132	132	132	136	256	256	256	-1	-1	3	0	0
1416	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	32	92	180	180	180	180	264	264	264	264	-1	-1	3	0	0
1417	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	33	147	440	528	528	528	200	200	200	200	-1	-1	3	0	0
1418	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	34	38	0	0	0	0	176	396	396	396	-1	-1	3	1	0
1419	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	35	50	0	0	0	0	184	184	184	184	-1	-1	3	1	0
1421	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	37	36	140	140	140	140	112	256	256	256	-1	-1	3	0	0
1422	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	38	83	152	152	152	152	228	228	228	228	-1	-1	3	0	0
1426	27	1	1	0	Agent	-1	Ross	1	Agent		-1	-1	2	sat	[1, 2, 3, 4]	['sat', 'back', 'down', 'and']	42	30	264	264	460	644	156	156	156	156	-1	-1	3	0	0
1469	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	1	55	120	120	120	120	244	244	244	244	-1	-1	4	0	0
1470	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	2	186	0	0	0	0	156	156	156	156	-1	-1	4	1	0
1471	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	3	114	196	268	268	268	228	372	372	372	-1	-1	4	0	0
1472	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	4	14	248	248	248	248	264	264	264	264	-1	-1	4	0	0
1473	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	5	68	132	132	132	132	116	116	116	544	-1	-1	4	0	0
1474	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	6	62	0	0	0	0	128	128	128	128	-1	-1	4	1	0
1475	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	7	69	0	0	0	0	140	140	452	1232	-1	-1	4	1	0
1476	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	8	57	144	144	144	144	388	388	388	388	-1	-1	4	0	0
1477	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	10	204	156	296	296	296	108	108	108	108	-1	-1	4	0	0
1478	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	11	75	0	0	0	0	200	200	200	200	-1	-1	4	1	0
1479	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	12	64	128	128	128	128	220	220	220	220	-1	-1	4	0	0
1480	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	13	100	144	144	144	144	340	340	340	580	-1	-1	4	0	0
1481	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	14	90	108	108	332	584	192	192	192	192	-1	-1	4	0	0
1482	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	15	146	0	0	0	0	200	460	460	460	-1	-1	4	1	0
1483	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	16	57	156	156	156	156	184	440	440	440	-1	-1	4	0	0
1484	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	17	116	164	164	164	164	312	312	312	312	-1	-1	4	0	0
1485	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	18	169	0	0	0	0	292	424	424	424	-1	-1	4	1	0
1486	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	19	59	172	172	172	172	164	164	164	164	-1	-1	4	0	0
1487	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	20	20	180	180	180	180	140	140	140	140	-1	-1	4	0	0
1488	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	21	2	132	132	132	132	136	268	268	268	-1	-1	4	0	0
1490	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	23	77	416	416	416	416	628	628	628	628	-1	-1	4	0	0
1491	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	24	86	288	288	288	288	292	292	292	292	-1	-1	4	0	0
1492	28	1	1	1	Pivot	-1	She	1	Pivot		-1	-1	3	help	[2]	['help']	25	3	180	180	256	556	72	72	72	72	-1	-1	4	0	0
