	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	closest_inverse_distance	furthest_inverse_distance	word_length	target_skipped	spill_skipped
0	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	1	127	152	152	152	152	144	144	144	208	-1	-1	4	0	0
1	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	2	74	120	120	120	120	160	160	160	160	-1	-1	4	0	0
2	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	3	132	344	344	344	344	288	288	288	288	-1	-1	4	0	0
3	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	4	2	280	280	280	280	148	148	148	148	-1	-1	4	0	0
4	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	5	200	248	500	500	500	220	220	220	560	-1	-1	4	0	0
5	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	6	204	0	0	0	0	236	236	236	236	-1	-1	4	1	0
6	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	7	133	144	144	144	144	124	124	124	124	-1	-1	4	0	0
7	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	8	81	244	244	420	556	148	148	148	148	-1	-1	4	0	0
9	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	10	116	148	148	148	148	192	320	320	320	-1	-1	4	0	0
10	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	11	130	144	144	144	144	144	144	144	144	-1	-1	4	0	0
11	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	12	54	280	280	280	280	288	288	288	288	-1	-1	4	0	0
12	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	13	5	148	148	148	148	124	124	124	124	-1	-1	4	0	0
13	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	14	185	204	204	204	204	164	164	164	164	-1	-1	4	0	0
14	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	15	67	252	252	252	252	132	316	316	568	-1	-1	4	0	0
15	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	16	191	200	200	200	200	180	180	180	180	-1	-1	4	0	0
17	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	18	80	216	216	216	216	164	164	164	164	-1	-1	4	0	0
18	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	19	62	152	152	152	152	240	240	240	240	-1	-1	4	0	0
21	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	22	102	184	184	184	184	248	248	248	248	-1	-1	4	0	0
22	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	23	108	144	144	332	704	280	416	416	416	-1	-1	4	0	0
23	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	24	197	148	148	148	148	244	244	244	244	-1	-1	4	0	0
25	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	27	135	36	544	544	544	208	208	208	208	-1	-1	4	0	0
26	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	28	163	84	84	332	580	160	160	160	160	-1	-1	4	0	0
27	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	29	139	168	476	476	476	184	184	184	184	-1	-1	4	0	0
28	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	30	123	272	664	664	664	276	680	680	680	-1	-1	4	0	0
29	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	31	192	140	140	140	140	164	164	164	164	-1	-1	4	0	0
30	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	32	131	260	260	260	260	216	216	216	216	-1	-1	4	0	0
31	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	33	18	156	316	316	316	100	280	416	564	-1	-1	4	0	0
32	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	34	94	208	208	208	208	176	176	176	176	-1	-1	4	0	0
33	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	35	129	212	212	212	212	220	220	220	220	-1	-1	4	0	0
34	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	36	74	0	0	0	0	228	228	228	228	-1	-1	4	1	0
35	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	37	150	120	396	396	396	92	92	92	92	-1	-1	4	0	0
36	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	38	112	248	304	304	304	260	260	260	260	-1	-1	4	0	0
39	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	41	43	0	0	0	0	112	112	112	112	-1	-1	4	1	0
40	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	42	188	244	244	340	476	176	176	176	176	-1	-1	4	0	0
41	1	1	1	1	Agent	-1	Anne	1	Agent		-1	-1	2	lost	[1]	['lost']	43	120	152	152	152	152	168	168	168	168	-1	-1	4	0	0
84	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	1	150	160	160	160	160	280	280	280	280	-1	-1	5	0	0
86	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	3	91	164	260	260	260	268	268	268	268	-1	-1	5	0	0
87	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	4	32	232	232	232	448	152	152	152	152	-1	-1	5	0	0
88	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	5	126	0	0	0	0	276	276	276	276	-1	-1	5	1	0
89	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	6	170	0	0	0	0	128	128	128	128	-1	-1	5	1	0
96	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	14	205	280	280	280	280	216	216	216	216	-1	-1	5	0	0
98	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	16	81	248	248	456	620	268	268	268	268	-1	-1	5	0	0
101	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	19	160	192	192	192	192	200	200	200	200	-1	-1	5	0	0
102	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	20	203	0	0	0	0	148	148	148	148	-1	-1	5	1	0
103	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	21	149	0	0	0	0	228	228	228	704	-1	-1	5	1	0
109	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	28	75	128	128	364	568	184	184	184	184	-1	-1	5	0	0
113	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	32	55	208	340	340	340	272	272	272	272	-1	-1	5	0	0
114	2	1	1	1	Agent	-1	Billy	1	Agent		-1	-1	2	wrote	[1, 2]	['wrote', 'on']	33	200	176	360	360	360	184	184	184	184	-1	-1	5	0	0
125	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	1	18	144	144	144	144	272	520	520	520	-1	-1	6	0	0
127	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	3	142	128	128	128	128	156	468	468	468	-1	-1	6	0	0
128	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	4	36	164	164	164	164	160	160	160	160	-1	-1	6	0	0
129	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	5	148	0	0	0	0	236	236	236	536	-1	-1	6	1	0
130	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	6	137	0	0	0	0	172	172	172	172	-1	-1	6	1	0
132	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	8	7	292	292	292	292	192	192	192	192	-1	-1	6	0	0
133	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	10	127	224	332	332	332	188	188	188	188	-1	-1	6	0	0
134	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	11	135	128	128	128	128	220	220	220	220	-1	-1	6	0	0
135	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	12	164	500	500	500	500	260	260	260	260	-1	-1	6	0	0
136	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	13	46	0	0	0	0	448	448	448	636	-1	-1	6	1	0
137	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	14	48	256	400	400	400	236	236	236	236	-1	-1	6	0	0
139	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	16	22	36	36	176	396	148	148	148	148	-1	-1	6	0	0
141	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	18	181	272	272	272	272	236	236	236	236	-1	-1	6	0	0
142	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	19	89	0	0	0	0	228	228	464	676	-1	-1	6	1	0
145	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	22	146	152	152	152	152	260	260	260	260	-1	-1	6	0	0
146	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	23	50	192	192	192	192	240	240	240	240	-1	-1	6	0	0
148	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	25	140	152	520	520	520	248	248	248	248	-1	-1	6	0	0
149	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	27	45	0	0	0	0	212	212	424	720	-1	-1	6	1	0
150	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	28	88	260	260	500	612	264	264	264	264	-1	-1	6	0	0
151	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	29	176	252	252	252	252	168	168	336	568	-1	-1	6	0	0
152	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	30	151	0	0	0	0	228	228	624	944	-1	-1	6	1	0
154	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	32	156	136	368	368	368	292	292	292	292	-1	-1	6	0	0
155	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	33	43	72	72	428	1072	176	176	176	176	-1	-1	6	0	0
157	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	35	29	252	404	404	404	172	172	172	172	-1	-1	6	0	0
158	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	36	150	0	0	0	0	164	164	164	164	-1	-1	6	1	0
159	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	37	194	336	592	592	592	172	172	172	172	-1	-1	6	0	0
161	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	39	38	0	0	0	0	220	220	220	220	-1	-1	6	1	0
162	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	40	20	236	412	412	496	220	220	220	220	-1	-1	6	0	0
164	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	42	108	164	164	164	164	144	144	144	144	-1	-1	6	0	0
165	3	1	1	1	Agent	-1	He	1	Agent		-1	-1	2	called	[1, 2]	['called', 'over']	43	116	296	352	352	352	248	248	248	248	-1	-1	6	0	0
166	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	1	23	164	164	164	164	248	376	376	376	-1	-1	6	0	0
167	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	2	127	192	192	192	192	180	180	180	180	-1	-1	6	0	0
168	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	3	50	144	144	144	144	332	332	332	332	-1	-1	6	0	0
169	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	4	85	344	344	344	344	180	180	180	180	-1	-1	6	0	0
170	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	5	160	480	480	480	480	172	172	636	828	-1	-1	6	0	0
171	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	6	60	248	248	248	248	376	376	376	496	-1	-1	6	0	0
172	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	7	169	108	108	108	108	204	204	204	204	-1	-1	6	0	0
173	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	8	46	172	172	172	172	312	440	440	616	-1	-1	6	0	0
174	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	10	205	0	0	0	0	200	200	720	1016	-1	-1	6	1	0
175	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	11	111	116	116	116	116	132	132	132	132	-1	-1	6	0	0
177	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	13	156	208	208	208	208	256	256	256	256	-1	-1	6	0	0
178	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	14	178	244	468	468	468	220	220	220	220	-1	-1	6	0	0
179	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	15	109	252	252	252	252	256	328	696	892	-1	-1	6	0	0
180	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	16	104	312	312	424	512	180	180	180	180	-1	-1	6	0	0
181	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	18	192	260	308	308	308	228	228	228	228	-1	-1	6	0	0
182	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	19	93	276	276	276	276	160	312	440	680	-1	-1	6	0	0
183	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	20	178	228	360	360	360	412	624	624	624	-1	-1	6	0	0
184	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	21	100	0	0	0	0	40	208	324	472	-1	-1	6	1	0
185	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	22	86	364	364	520	660	232	232	232	232	-1	-1	6	0	0
186	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	23	91	204	420	420	420	256	380	380	380	-1	-1	6	0	0
187	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	24	63	160	160	160	160	184	184	184	184	-1	-1	6	0	0
188	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	25	112	176	316	316	316	280	280	280	280	-1	-1	6	0	0
189	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	27	28	108	456	456	456	252	280	280	824	-1	-1	6	0	0
190	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	28	43	220	220	220	220	72	72	284	472	-1	-1	6	0	0
191	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	29	140	328	328	328	328	240	508	508	508	-1	-1	6	0	0
192	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	30	143	280	780	780	780	260	260	260	260	-1	-1	6	0	0
193	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	31	193	200	200	200	200	164	164	164	164	-1	-1	6	0	0
194	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	32	8	252	252	252	460	152	300	300	300	-1	-1	6	0	0
195	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	33	146	176	176	176	176	244	484	872	1236	-1	-1	6	0	0
196	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	34	86	208	428	428	428	240	240	240	240	-1	-1	6	0	0
197	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	35	16	284	284	284	284	188	324	324	324	-1	-1	6	0	0
198	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	36	39	228	228	228	228	228	512	512	512	-1	-1	6	0	0
199	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	37	74	92	220	220	220	284	412	412	412	-1	-1	6	0	0
200	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	38	17	296	628	628	628	308	308	308	308	-1	-1	6	0	0
201	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	39	58	168	168	168	168	156	156	156	156	-1	-1	6	0	0
202	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	41	183	0	0	0	0	120	120	328	692	-1	-1	6	1	0
203	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	42	12	320	444	444	444	112	112	112	112	-1	-1	6	0	0
204	4	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	stayed	[1, 2]	['stayed', 'against']	43	132	224	224	224	416	176	308	308	308	-1	-1	6	0	0
207	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	3	100	160	320	320	320	188	188	188	188	-1	-1	3	0	0
208	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	4	150	188	188	188	188	236	236	236	236	-1	-1	3	0	0
211	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	7	42	0	0	0	0	152	152	152	152	-1	-1	3	1	0
212	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	8	35	184	184	184	184	356	356	356	356	-1	-1	3	0	0
213	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	10	140	192	192	192	192	196	196	196	196	-1	-1	3	0	0
214	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	11	174	164	164	164	164	156	156	156	156	-1	-1	3	0	0
216	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	13	57	252	252	252	252	320	320	320	320	-1	-1	3	0	0
223	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	20	198	0	0	0	0	140	140	140	140	-1	-1	3	1	0
227	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	24	196	0	0	0	0	236	236	236	432	-1	-1	3	1	0
232	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	30	186	244	244	244	244	288	288	288	288	-1	-1	3	0	0
233	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	31	22	0	0	0	0	152	152	152	152	-1	-1	3	1	0
237	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	35	18	0	0	0	0	268	268	268	268	-1	-1	3	1	0
238	5	1	1	1	Theme	-1	Helen	1	Theme		-1	-1	2	ran	[1, 2]	['ran', 'to']	36	27	0	0	0	0	292	292	292	564	-1	-1	3	1	0
246	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	1	142	168	168	168	168	604	604	604	604	-1	-1	4	0	0
247	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	2	82	96	128	272	480	224	224	224	224	-1	-1	4	0	0
248	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	3	113	152	448	448	448	148	148	148	148	-1	-1	4	0	0
249	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	4	129	252	252	252	252	400	400	400	400	-1	-1	4	0	0
252	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	7	175	168	440	440	440	212	212	212	212	-1	-1	4	0	0
253	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	8	84	292	292	292	292	396	396	396	396	-1	-1	4	0	0
254	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	10	123	212	212	212	212	260	260	260	260	-1	-1	4	0	0
255	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	11	80	132	132	132	132	444	444	444	444	-1	-1	4	0	0
257	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	13	185	224	224	224	224	296	296	296	296	-1	-1	4	0	0
258	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	14	9	228	228	228	228	556	556	556	688	-1	-1	4	0	0
259	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	15	113	0	0	0	0	392	392	392	392	-1	-1	4	1	0
261	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	17	104	188	188	188	188	172	172	172	172	-1	-1	4	0	0
262	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	18	140	212	212	212	212	256	256	256	256	-1	-1	4	0	0
263	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	19	130	184	184	184	184	128	276	276	436	-1	-1	4	0	0
264	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	20	23	0	0	0	0	244	244	244	244	-1	-1	4	1	0
265	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	21	75	0	0	0	0	192	192	192	192	-1	-1	4	1	0
266	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	22	62	156	156	156	156	428	428	428	428	-1	-1	4	0	0
267	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	23	133	224	260	260	260	196	196	196	196	-1	-1	4	0	0
268	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	24	92	212	212	212	212	224	224	224	224	-1	-1	4	0	0
269	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	25	58	180	180	180	180	148	148	148	148	-1	-1	4	0	0
270	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	27	145	268	268	268	268	232	232	232	568	-1	-1	4	0	0
273	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	30	114	264	264	264	264	836	836	836	836	-1	-1	4	0	0
274	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	31	3	148	148	148	148	144	144	144	144	-1	-1	4	0	0
275	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	32	143	252	252	252	252	196	196	196	196	-1	-1	4	0	0
276	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	33	15	164	164	164	164	180	180	180	180	-1	-1	4	0	0
278	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	35	78	188	188	188	188	200	200	200	200	-1	-1	4	0	0
280	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	37	169	252	252	252	252	148	148	148	148	-1	-1	4	0	0
283	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	40	27	136	136	136	136	264	264	708	1560	-1	-1	4	0	0
285	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	42	86	0	0	0	0	188	188	188	188	-1	-1	4	1	0
286	6	1	1	2	Agent	-1	I	1	Agent		-1	-1	3	tell	[2]	['tell']	43	8	244	244	244	244	528	528	528	528	-1	-1	4	0	0
287	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	1	133	176	412	412	412	152	152	152	152	-1	-1	4	0	0
289	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	3	43	164	164	164	164	208	468	468	468	-1	-1	4	0	0
290	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	4	100	148	424	584	812	172	172	172	172	-1	-1	4	0	0
292	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	6	115	140	140	140	140	164	164	164	164	-1	-1	4	0	0
293	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	7	188	160	160	160	160	96	96	96	96	-1	-1	4	0	0
294	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	8	140	136	136	136	136	196	196	196	196	-1	-1	4	0	0
295	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	10	54	164	164	164	164	204	204	204	332	-1	-1	4	0	0
296	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	11	94	128	128	128	128	148	148	148	148	-1	-1	4	0	0
297	7	1	1	2	Agent	-1	Michael	1	Agent		-1	-1	2	gave	[1]	['gave']	12	198	148	148	148	148	160	160	160	160	-1	-1	4	0	0
