	distance	word_pos	sent_pos	sent_nr	subj_nr	token	resolved	rt_fp	spill_fp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	target_skipped
208	?	3	184	59	5	he	0	0	156	?	he	False	O	False	2	0	1
209	?	3	100	59	6	he	0	0	144	?	he	False	O	False	2	0	1
210	?	3	3	59	7	he	0	136	100	?	he	False	O	False	2	0	0
211	?	3	167	59	8	he	0	0	192	?	he	False	O	False	2	0	1
212	?	3	63	59	10	he	0	0	192	?	he	False	O	False	2	0	1
213	?	3	139	59	11	he	0	0	216	?	he	False	O	False	2	0	1
214	?	3	165	59	12	he	0	240	0	?	he	False	O	False	2	0	0
215	?	3	120	59	13	he	0	0	208	?	he	False	O	False	2	0	1
216	?	3	38	59	14	he	0	0	224	?	he	False	O	False	2	0	1
217	?	3	22	59	15	he	0	0	0	?	he	False	O	False	2	0	1
218	?	3	73	59	16	he	0	132	172	?	he	False	O	False	2	0	0
219	?	3	108	59	17	he	0	0	168	?	he	False	O	False	2	0	1
220	?	3	103	59	18	he	0	0	192	?	he	False	O	False	2	0	1
221	?	3	121	59	19	he	0	0	188	?	he	False	O	False	2	0	1
222	?	3	125	59	20	he	0	228	0	?	he	False	O	False	2	0	0
223	?	3	187	59	21	he	0	0	0	?	he	False	O	False	2	0	1
224	?	3	42	59	22	he	0	0	0	?	he	False	O	False	2	0	1
225	?	3	193	59	23	he	0	276	236	?	he	False	O	False	2	0	0
226	?	3	79	59	24	he	0	0	188	?	he	False	O	False	2	0	1
227	?	3	73	59	25	he	0	0	240	?	he	False	O	False	2	0	1
228	?	3	192	59	27	he	0	0	380	?	he	False	O	False	2	0	1
229	?	3	113	59	28	he	0	284	296	?	he	False	O	False	2	0	0
230	?	3	164	59	29	he	0	0	148	?	he	False	O	False	2	0	1
231	?	3	187	59	30	he	0	316	300	?	he	False	O	False	2	0	0
232	?	3	32	59	31	he	0	0	0	?	he	False	O	False	2	0	1
233	?	3	149	59	32	he	0	0	232	?	he	False	O	False	2	0	1
234	?	3	156	59	33	he	0	0	196	?	he	False	O	False	2	0	1
235	?	3	20	59	34	he	0	124	188	?	he	False	O	False	2	0	0
236	?	3	38	59	35	he	0	168	0	?	he	False	O	False	2	0	0
237	?	3	5	59	36	he	0	0	0	?	he	False	O	False	2	0	1
238	?	3	94	59	37	he	0	288	248	?	he	False	O	False	2	0	0
239	?	3	188	59	38	he	0	248	0	?	he	False	O	False	2	0	0
240	?	3	110	59	39	he	0	0	0	?	he	False	O	False	2	0	1
241	?	3	159	59	40	he	0	0	0	?	he	False	O	False	2	0	1
