sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp
87	1	2	0	He	True	?	7	232	232	232	232	112	112	112	112
87	1	203	0	He	True	?	8	0	0	0	0	356	356	356	356
87	1	19	0	He	True	?	9	232	232	232	232	276	276	276	276
87	1	115	0	He	True	?	10	0	0	0	0	0	0	0	0
87	1	128	0	He	True	?	11	256	256	256	256	216	216	216	216
87	1	49	0	He	True	?	12	0	0	0	0	264	484	484	484
87	1	141	0	He	True	?	13	288	288	288	288	224	224	224	224
87	1	54	0	He	True	?	14	0	0	0	0	260	740	740	740
87	1	153	0	He	True	?	15	0	0	0	0	0	0	0	0
87	1	177	0	He	True	?	16	0	0	0	0	416	416	416	416
87	1	29	0	He	True	?	17	0	0	0	0	336	336	336	336
87	1	7	0	He	True	?	18	0	0	0	0	288	508	508	508
87	1	86	0	He	True	?	19	0	0	0	0	92	92	272	412
87	1	162	0	He	True	?	20	0	0	0	0	200	436	436	436
87	1	21	0	He	True	?	21	0	0	0	0	0	0	0	0
87	1	188	0	He	True	?	22	0	0	0	0	212	784	784	784
87	1	112	0	He	True	?	23	320	320	320	320	208	208	208	208
87	1	10	0	He	True	?	24	184	184	184	184	0	0	0	0
87	1	159	0	He	True	?	25	0	0	0	0	196	344	344	344
87	1	187	0	He	True	?	27	0	0	0	0	420	420	420	420
87	1	150	0	He	True	?	28	0	0	0	0	412	1072	1072	1072
87	1	40	0	He	True	?	29	0	0	0	0	0	0	0	0
87	1	149	0	He	True	?	30	0	0	0	0	236	1004	1004	1004
87	1	42	0	He	True	?	31	284	284	284	284	188	188	188	188
87	1	64	0	He	True	?	32	236	236	236	236	156	304	304	304
87	1	4	0	He	True	?	33	244	244	244	244	128	128	128	208
87	1	169	0	He	True	?	34	0	0	0	0	180	180	180	180
87	1	112	0	He	True	?	35	236	236	236	236	148	148	148	148
87	1	84	0	He	True	?	36	0	0	0	0	96	268	268	268
87	1	65	0	He	True	?	37	264	264	264	264	240	240	240	240
87	1	145	0	He	True	?	38	0	0	0	0	328	328	328	328
87	1	163	0	He	True	?	39	0	0	0	0	0	0	0	0
87	1	69	0	He	True	?	40	0	0	0	0	36	36	36	36
87	1	39	0	He	True	?	41	0	0	0	0	0	0	0	0
87	1	89	0	He	True	?	42	56	56	56	56	232	560	560	560
87	1	50	0	He	True	?	43	0	0	0	0	256	408	408	408
87	3	63	0	his	True	-2	1	216	216	216	216	288	288	288	288
87	3	49	0	his	True	-2	2	0	0	0	0	236	236	236	236
87	3	161	0	his	True	-2	3	144	144	528	808	128	128	128	128
87	3	23	0	his	True	-2	4	248	248	248	248	200	200	200	200
87	3	192	0	his	True	-2	5	0	0	0	0	304	504	504	504
87	3	183	0	his	True	-2	6	0	0	0	0	144	144	144	144
87	3	2	0	his	True	-2	7	0	0	0	0	104	208	272	376
87	3	203	0	his	True	-2	8	200	200	200	200	0	0	0	0
87	3	19	0	his	True	-2	9	200	200	200	200	136	136	136	136
87	3	115	0	his	True	-2	10	292	292	476	820	136	136	136	136
87	3	128	0	his	True	-2	11	144	144	144	144	160	160	160	160
87	3	49	0	his	True	-2	12	0	0	0	0	188	188	348	576
87	3	141	0	his	True	-2	13	216	216	216	216	160	160	160	160
87	3	54	0	his	True	-2	14	0	0	0	0	168	304	304	304
87	3	153	0	his	True	-2	15	300	300	300	300	0	0	0	0
87	3	177	0	his	True	-2	16	160	160	160	160	176	312	312	312
87	3	29	0	his	True	-2	17	0	0	0	0	312	312	716	1288
87	3	7	0	his	True	-2	18	0	0	0	0	228	228	228	228
87	3	86	0	his	True	-2	19	300	300	300	300	384	384	384	384
87	3	162	0	his	True	-2	20	0	0	0	0	160	160	160	160
87	3	21	0	his	True	-2	21	0	0	0	0	0	0	0	0
87	3	188	0	his	True	-2	22	204	204	204	204	212	356	356	356
87	3	112	0	his	True	-2	23	280	280	448	1204	284	532	532	532
87	3	10	0	his	True	-2	24	232	232	408	692	192	192	364	688
87	3	159	0	his	True	-2	25	164	164	164	164	168	380	380	676
87	3	187	0	his	True	-2	27	268	268	268	268	180	180	180	180
87	3	150	0	his	True	-2	28	312	312	312	312	200	200	200	200
87	3	40	0	his	True	-2	29	0	0	0	0	0	0	0	0
87	3	149	0	his	True	-2	30	244	244	244	244	184	184	384	976
87	3	42	0	his	True	-2	31	0	0	0	0	132	212	212	212
87	3	64	0	his	True	-2	32	268	268	268	268	168	288	288	288
87	3	4	0	his	True	-2	33	64	168	284	564	96	96	96	96
87	3	169	0	his	True	-2	34	200	200	200	200	188	188	188	188
87	3	112	0	his	True	-2	35	232	232	232	232	188	188	188	188
87	3	84	0	his	True	-2	36	0	0	0	0	304	304	388	656
87	3	65	0	his	True	-2	37	180	180	180	312	184	316	316	316
87	3	145	0	his	True	-2	38	0	0	0	0	248	248	476	628
87	3	163	0	his	True	-2	39	0	0	0	0	316	316	460	652
87	3	69	0	his	True	-2	40	184	184	388	604	148	148	148	148
87	3	39	0	his	True	-2	41	0	0	0	0	0	0	0	0
87	3	89	0	his	True	-2	42	140	140	140	140	128	128	128	128
87	3	50	0	his	True	-2	43	168	168	168	168	160	160	160	160
88	1	74	0	He	True	?	1	276	276	276	276	184	184	184	184
88	1	52	0	He	True	?	2	0	0	0	0	200	200	200	200
88	1	54	0	He	True	?	3	0	0	0	0	236	236	236	380
88	1	205	0	He	True	?	4	0	0	0	0	244	388	388	388
88	1	118	0	He	True	?	5	0	0	0	0	0	0	0	0
88	1	68	0	He	True	?	6	244	244	244	244	0	0	0	0
88	1	150	0	He	True	?	7	212	212	212	212	0	0	0	0
88	1	107	0	He	True	?	8	0	0	0	0	240	392	392	392
88	1	141	0	He	True	?	10	0	0	0	0	0	0	0	0
88	1	178	0	He	True	?	11	272	272	272	272	144	144	144	144
88	1	145	0	He	True	?	12	0	0	0	0	0	0	0	0
88	1	144	0	He	True	?	13	312	312	312	312	0	0	0	0
88	1	137	0	He	True	?	14	0	0	0	0	240	376	376	376
88	1	159	0	He	True	?	15	0	0	0	0	236	236	236	236
88	1	61	0	He	True	?	16	0	0	0	0	76	428	428	428
88	1	131	0	He	True	?	18	0	0	0	0	0	0	0	0
88	1	6	0	He	True	?	19	272	272	272	272	0	0	0	0
88	1	76	0	He	True	?	20	0	0	0	0	280	280	280	280
88	1	131	0	He	True	?	21	0	0	0	0	0	0	0	0
88	1	168	0	He	True	?	22	0	0	0	0	316	316	316	316
88	1	126	0	He	True	?	23	252	252	252	252	104	104	104	104
88	1	198	0	He	True	?	24	0	0	0	0	248	356	356	356
88	1	75	0	He	True	?	25	108	108	108	108	0	0	0	0
88	1	10	0	He	True	?	27	0	0	0	0	0	0	0	0
88	1	188	0	He	True	?	28	0	0	0	0	80	80	80	368
88	1	15	0	He	True	?	29	0	0	0	0	0	0	0	0
88	1	31	0	He	True	?	30	268	268	268	268	0	0	0	0
88	1	122	0	He	True	?	31	0	0	0	0	224	224	224	224
88	1	153	0	He	True	?	32	460	460	460	460	0	0	0	0
88	1	109	0	He	True	?	33	248	248	248	248	144	144	144	144
88	1	128	0	He	True	?	34	0	0	0	0	204	204	204	204
88	1	199	0	He	True	?	35	248	248	248	248	0	0	0	0
88	1	3	0	He	True	?	36	0	0	0	0	0	0	0	0
88	1	205	0	He	True	?	37	212	212	212	212	116	116	116	116
88	1	91	0	He	True	?	38	0	0	0	0	320	320	320	320
88	1	150	0	He	True	?	39	0	0	0	0	0	0	0	0
88	1	79	0	He	True	?	40	0	0	0	0	0	0	0	0
88	1	176	0	He	True	?	41	0	0	0	0	248	248	248	248
88	1	62	0	He	True	?	42	0	0	0	0	0	0	0	0
88	1	17	0	He	True	?	43	0	0	0	0	244	244	244	384
88	8	74	0	his	True	-7	1	0	0	0	0	140	140	368	648
88	8	52	0	his	True	-7	2	0	0	0	0	216	216	484	816
88	8	54	0	his	True	-7	3	224	224	224	224	240	240	240	240
88	8	205	0	his	True	-7	4	372	372	372	372	136	284	440	616
88	8	118	0	his	True	-7	5	236	236	408	2096	168	168	168	540
88	8	68	0	his	True	-7	6	128	128	128	128	0	0	0	0
88	8	150	0	his	True	-7	7	188	188	540	1488	196	196	196	332
88	8	107	0	his	True	-7	8	240	240	1008	2572	0	0	0	0
88	8	141	0	his	True	-7	10	152	152	152	152	152	400	400	1980
88	8	178	0	his	True	-7	11	220	220	220	220	160	492	492	808
88	8	145	0	his	True	-7	12	108	108	108	108	140	140	140	468
88	8	144	0	his	True	-7	13	0	0	0	0	404	404	404	792
88	8	137	0	his	True	-7	14	472	472	760	852	152	152	152	496
88	8	159	0	his	True	-7	15	0	0	0	0	492	1032	1248	1356
88	8	61	0	his	True	-7	16	192	192	192	192	252	356	356	1364
88	8	131	0	his	True	-7	18	240	240	240	240	204	204	204	204
88	8	6	0	his	True	-7	19	136	136	136	136	204	204	1028	2440
88	8	76	0	his	True	-7	20	320	320	320	320	164	164	352	1108
88	8	131	0	his	True	-7	21	0	0	0	0	176	176	176	176
88	8	168	0	his	True	-7	22	176	176	176	176	144	144	144	144
88	8	126	0	his	True	-7	23	304	304	304	304	228	228	904	3200
88	8	198	0	his	True	-7	24	140	140	140	140	272	272	272	472
88	8	75	0	his	True	-7	25	212	212	212	340	204	204	204	1248
88	8	10	0	his	True	-7	27	128	128	128	128	260	260	260	408
88	8	188	0	his	True	-7	28	116	116	308	816	172	172	172	172
88	8	15	0	his	True	-7	29	172	172	172	172	108	272	272	272
88	8	31	0	his	True	-7	30	216	216	216	216	392	392	392	620
88	8	122	0	his	True	-7	31	0	0	0	0	96	96	96	96
88	8	153	0	his	True	-7	32	260	260	260	260	0	0	0	0
88	8	109	0	his	True	-7	33	188	188	188	188	76	76	140	1844
88	8	128	0	his	True	-7	34	0	0	0	0	316	316	316	436
88	8	199	0	his	True	-7	35	168	168	168	168	124	124	124	124
88	8	3	0	his	True	-7	36	0	0	0	0	212	212	568	1644
88	8	205	0	his	True	-7	37	68	68	68	504	0	0	0	0
88	8	91	0	his	True	-7	38	184	184	184	416	236	236	428	768
88	8	150	0	his	True	-7	39	184	184	184	184	360	360	360	360
88	8	79	0	his	True	-7	40	140	140	308	580	0	0	0	0
88	8	176	0	his	True	-7	41	240	240	240	240	140	312	312	964
88	8	62	0	his	True	-7	42	220	220	864	2740	488	488	488	1588
88	8	17	0	his	True	-7	43	356	356	356	356	152	152	152	152
89	1	67	0	He	True	?	1	276	276	276	276	320	320	320	320
89	1	163	0	He	True	?	2	228	228	228	228	84	84	84	84
89	1	148	0	He	True	?	3	0	0	0	0	228	496	496	496
89	1	137	0	He	True	?	4	0	0	0	0	0	0	0	0
89	1	188	0	He	True	?	5	0	0	0	0	0	0	0	0
89	1	81	0	He	True	?	6	52	52	52	52	184	184	184	184
89	1	50	0	He	True	?	7	212	212	212	212	120	120	120	120
89	1	164	0	He	True	?	8	0	0	0	0	244	420	420	420
89	1	130	0	He	True	?	10	0	0	0	0	0	0	0	0
89	1	101	0	He	True	?	11	252	252	252	252	180	180	180	180
89	1	126	0	He	True	?	12	0	0	0	0	144	144	144	288
89	1	193	0	He	True	?	13	496	496	496	496	240	240	240	240
89	1	150	0	He	True	?	14	0	0	0	0	92	384	384	384
89	1	175	0	He	True	?	15	0	0	0	0	152	152	152	152
89	1	204	0	He	True	?	16	0	0	0	0	160	396	396	396
89	1	72	0	He	True	?	18	0	0	0	0	0	0	0	0
89	1	63	0	He	True	?	19	0	0	0	0	0	0	0	0
89	1	123	0	He	True	?	20	0	0	0	0	256	256	256	256
89	1	93	0	He	True	?	21	0	0	0	0	0	0	0	0
89	1	9	0	He	True	?	22	104	1972	1972	1972	0	0	0	0
89	1	48	0	He	True	?	23	328	328	328	328	228	228	228	228
89	1	176	0	He	True	?	24	276	276	276	276	204	204	204	204
89	1	30	0	He	True	?	25	0	0	0	0	0	0	0	0
89	1	18	0	He	True	?	27	0	0	0	0	228	568	568	568
89	1	184	0	He	True	?	28	0	0	0	0	284	792	792	956
89	1	174	0	He	True	?	29	0	0	0	0	280	280	280	280
89	1	99	0	He	True	?	30	280	280	280	280	420	420	768	1024
89	1	166	0	He	True	?	31	0	0	0	0	268	268	268	268
89	1	116	0	He	True	?	32	244	244	244	244	168	304	304	304
89	1	113	0	He	True	?	33	232	232	232	232	168	168	168	168
89	1	18	0	He	True	?	34	0	0	0	0	264	264	264	264
89	1	65	0	He	True	?	35	236	236	236	236	160	160	160	160
89	1	17	0	He	True	?	36	0	0	0	0	0	0	0	0
89	1	83	0	He	True	?	37	0	0	0	0	272	580	580	580
89	1	169	0	He	True	?	38	0	0	0	0	376	376	376	376
89	1	131	0	He	True	?	39	0	0	0	0	0	0	0	0
89	1	68	0	He	True	?	40	0	0	0	0	240	412	412	412
89	1	100	0	He	True	?	41	0	0	0	0	0	0	0	0
89	1	33	0	He	True	?	42	0	0	0	0	56	316	316	316
89	1	38	0	He	True	?	43	0	0	0	0	40	268	268	400
89	4	67	0	he	True	-3	1	228	228	228	228	180	180	180	180
89	4	163	0	he	True	-3	2	0	0	0	0	188	188	188	188
89	4	148	0	he	True	-3	3	288	288	288	436	152	276	276	276
89	4	137	0	he	True	-3	4	0	0	0	0	0	0	0	0
89	4	188	0	he	True	-3	5	160	160	160	160	180	180	180	180
89	4	81	0	he	True	-3	6	0	0	0	0	148	148	148	148
89	4	50	0	he	True	-3	7	0	0	0	0	0	0	0	0
89	4	164	0	he	True	-3	8	0	0	0	0	184	184	184	184
89	4	130	0	he	True	-3	10	0	0	0	0	164	164	164	164
89	4	101	0	he	True	-3	11	172	172	172	172	0	0	0	0
89	4	126	0	he	True	-3	12	212	212	212	212	0	0	0	0
89	4	193	0	he	True	-3	13	0	0	0	0	204	204	204	204
89	4	150	0	he	True	-3	14	0	0	0	0	200	200	200	200
89	4	175	0	he	True	-3	15	0	0	0	0	176	176	176	176
89	4	204	0	he	True	-3	16	208	208	208	208	152	152	152	152
89	4	72	0	he	True	-3	18	0	0	0	0	212	212	212	212
89	4	63	0	he	True	-3	19	0	0	0	0	156	156	156	156
89	4	123	0	he	True	-3	20	0	0	0	0	148	148	148	148
89	4	93	0	he	True	-3	21	0	0	0	0	224	224	224	744
89	4	9	0	he	True	-3	22	164	164	164	2644	252	252	252	252
89	4	48	0	he	True	-3	23	0	0	0	0	292	292	292	292
89	4	176	0	he	True	-3	24	196	196	196	196	188	188	188	188
89	4	30	0	he	True	-3	25	0	0	0	0	252	252	252	252
89	4	18	0	he	True	-3	27	124	124	124	124	184	184	184	184
89	4	184	0	he	True	-3	28	0	0	0	0	212	476	476	476
89	4	174	0	he	True	-3	29	0	0	0	0	224	224	224	224
89	4	99	0	he	True	-3	30	500	500	500	500	200	200	200	200
89	4	166	0	he	True	-3	31	0	0	0	0	152	152	152	152
89	4	116	0	he	True	-3	32	0	0	0	0	312	504	504	504
89	4	113	0	he	True	-3	33	220	220	220	372	176	176	176	176
89	4	18	0	he	True	-3	34	0	0	0	0	256	256	256	256
89	4	65	0	he	True	-3	35	0	0	0	0	244	244	244	244
89	4	17	0	he	True	-3	36	0	0	0	0	232	232	232	400
89	4	83	0	he	True	-3	37	172	172	172	172	88	88	88	88
89	4	169	0	he	True	-3	38	0	0	0	0	312	312	312	312
89	4	131	0	he	True	-3	39	0	0	0	0	0	0	0	0
89	4	68	0	he	True	-3	40	0	0	0	0	252	432	432	432
89	4	100	0	he	True	-3	41	0	0	0	0	220	220	368	832
89	4	33	0	he	True	-3	42	0	0	0	0	216	296	296	296
89	4	38	0	he	True	-3	43	140	140	140	140	148	148	148	148
89	8	67	0	his	True	-4	1	832	832	832	832	0	0	0	0
89	8	163	0	his	True	-4	2	228	228	420	640	0	0	0	0
89	8	148	0	his	True	-4	3	0	0	0	0	80	80	80	80
89	8	137	0	his	True	-4	4	244	244	376	1648	472	472	472	472
89	8	188	0	his	True	-4	5	228	228	228	504	160	160	160	160
89	8	81	0	his	True	-4	6	0	0	0	0	0	0	0	0
89	8	50	0	his	True	-4	7	160	160	576	1652	288	288	288	288
89	8	164	0	his	True	-4	8	212	312	312	312	0	0	0	0
89	8	130	0	his	True	-4	10	216	216	216	216	208	208	208	1784
89	8	101	0	his	True	-4	11	268	528	528	528	152	152	152	152
89	8	126	0	his	True	-4	12	120	120	500	628	0	0	0	0
89	8	193	0	his	True	-4	13	240	240	240	240	520	520	520	616
89	8	150	0	his	True	-4	14	240	240	240	240	172	424	424	424
89	8	175	0	his	True	-4	15	368	448	448	448	0	0	0	0
89	8	204	0	his	True	-4	16	232	232	232	232	212	476	476	476
89	8	72	0	his	True	-4	18	0	0	0	0	112	112	112	224
89	8	63	0	his	True	-4	19	164	164	164	164	164	164	164	732
89	8	123	0	his	True	-4	20	0	0	0	0	168	248	248	796
89	8	93	0	his	True	-4	21	0	0	0	0	144	144	144	144
89	8	9	0	his	True	-4	22	356	356	356	356	340	780	1112	10432
89	8	48	0	his	True	-4	23	180	180	180	180	188	188	188	476
89	8	176	0	his	True	-4	24	156	156	836	1220	0	0	0	0
89	8	30	0	his	True	-4	25	216	216	348	544	236	236	236	504
89	8	18	0	his	True	-4	27	300	300	300	300	244	244	244	244
89	8	184	0	his	True	-4	28	216	252	588	824	260	260	260	260
89	8	174	0	his	True	-4	29	148	148	148	148	120	332	332	332
89	8	99	0	his	True	-4	30	168	168	168	168	380	380	380	836
89	8	166	0	his	True	-4	31	144	144	144	144	0	0	0	0
89	8	116	0	his	True	-4	32	420	420	420	420	172	228	228	228
89	8	113	0	his	True	-4	33	128	128	128	128	288	372	372	372
89	8	18	0	his	True	-4	34	204	204	648	832	0	0	0	0
89	8	65	0	his	True	-4	35	112	112	112	112	236	236	236	236
89	8	17	0	his	True	-4	36	0	0	0	0	184	184	184	740
89	8	83	0	his	True	-4	37	216	216	216	216	224	356	356	356
89	8	169	0	his	True	-4	38	424	424	424	500	0	0	0	0
89	8	131	0	his	True	-4	39	0	0	0	0	168	168	168	376
89	8	68	0	his	True	-4	40	204	204	204	204	140	252	440	988
89	8	100	0	his	True	-4	41	0	0	0	0	160	160	160	480
89	8	33	0	his	True	-4	42	508	508	508	860	0	0	0	0
89	8	38	0	his	True	-4	43	236	236	236	236	120	120	120	420
90	1	13	0	He	True	?	1	0	0	0	0	252	252	252	360
90	1	170	0	He	True	?	2	228	228	228	228	0	0	0	0
90	1	72	0	He	True	?	3	384	384	384	384	360	360	360	360
90	1	143	0	He	True	?	4	264	264	264	264	168	168	168	168
90	1	169	0	He	True	?	5	0	0	0	0	0	0	0	0
90	1	172	0	He	True	?	6	0	0	0	0	0	0	0	0
90	1	190	0	He	True	?	7	0	0	0	0	228	228	228	228
90	1	36	0	He	True	?	8	220	220	220	220	172	172	172	172
90	1	71	0	He	True	?	10	0	0	0	0	0	0	0	0
90	1	21	0	He	True	?	11	264	264	264	264	212	212	212	212
90	1	203	0	He	True	?	12	304	1140	1140	1140	140	140	140	140
90	1	140	0	He	True	?	13	280	280	280	280	0	0	0	0
90	1	132	0	He	True	?	14	0	0	0	0	384	384	384	384
90	1	131	0	He	True	?	15	0	0	0	0	0	0	0	0
90	1	119	0	He	True	?	16	208	208	208	208	188	188	188	188
90	1	69	0	He	True	?	17	0	0	0	0	228	228	228	228
90	1	102	0	He	True	?	18	0	0	0	0	348	348	348	348
90	1	187	0	He	True	?	19	0	0	0	0	120	264	264	264
90	1	175	0	He	True	?	20	0	0	0	0	228	228	228	228
90	1	182	0	He	True	?	21	0	0	0	0	0	0	0	0
90	1	165	0	He	True	?	22	0	0	0	0	0	0	0	0
90	1	197	0	He	True	?	23	204	204	204	204	224	224	224	224
90	1	8	0	He	True	?	24	104	104	104	104	204	204	204	204
90	1	117	0	He	True	?	25	0	0	0	0	0	0	0	0
90	1	123	0	He	True	?	27	0	0	0	0	0	0	0	0
90	1	96	0	He	True	?	28	336	336	336	336	228	228	228	228
90	1	10	0	He	True	?	29	0	0	0	0	0	0	0	0
90	1	4	0	He	True	?	30	0	0	0	0	0	0	0	0
90	1	154	0	He	True	?	31	0	0	0	0	104	272	272	272
90	1	62	0	He	True	?	32	348	348	348	348	284	284	284	284
90	1	157	0	He	True	?	33	256	256	256	256	164	164	164	164
90	1	143	0	He	True	?	34	176	176	176	176	0	0	0	0
90	1	101	0	He	True	?	35	0	0	0	0	248	452	452	452
90	1	114	0	He	True	?	36	0	0	0	0	232	232	232	232
90	1	125	0	He	True	?	37	0	0	0	0	192	360	360	360
90	1	46	0	He	True	?	38	0	0	0	0	260	444	444	444
90	1	116	0	He	True	?	39	0	0	0	0	0	0	0	0
90	1	193	0	He	True	?	40	0	0	0	0	0	0	0	0
90	1	45	0	He	True	?	41	0	0	0	0	0	0	0	0
90	1	94	0	He	True	?	42	0	0	0	0	24	388	388	388
90	1	203	0	He	True	?	43	0	0	0	0	252	412	412	412
90	3	13	0	his	True	-2	1	256	256	256	256	244	244	244	244
90	3	170	0	his	True	-2	2	172	172	172	172	156	156	156	156
90	3	72	0	his	True	-2	3	160	160	160	160	216	296	368	568
90	3	143	0	his	True	-2	4	0	0	0	0	204	204	204	204
90	3	169	0	his	True	-2	5	304	304	304	560	228	228	228	228
90	3	172	0	his	True	-2	6	232	232	232	232	148	276	276	276
90	3	190	0	his	True	-2	7	0	0	0	0	144	144	144	268
90	3	36	0	his	True	-2	8	448	448	448	448	0	0	0	0
90	3	71	0	his	True	-2	10	0	0	0	0	264	264	264	744
90	3	21	0	his	True	-2	11	236	236	404	564	0	0	0	0
90	3	203	0	his	True	-2	12	0	0	0	0	152	152	152	152
90	3	140	0	his	True	-2	13	232	232	232	232	164	164	164	164
90	3	132	0	his	True	-2	14	128	128	128	128	220	220	220	220
90	3	131	0	his	True	-2	15	220	220	220	320	0	0	0	0
90	3	119	0	his	True	-2	16	172	444	444	444	152	152	152	152
90	3	69	0	his	True	-2	17	132	132	132	132	180	180	180	180
90	3	102	0	his	True	-2	18	0	0	0	0	184	184	184	184
90	3	187	0	his	True	-2	19	108	108	108	108	116	304	304	304
90	3	175	0	his	True	-2	20	152	152	152	152	148	148	148	148
90	3	182	0	his	True	-2	21	0	0	0	0	0	0	0	0
90	3	165	0	his	True	-2	22	248	248	248	840	468	468	468	468
90	3	197	0	his	True	-2	23	240	240	240	908	0	0	0	0
90	3	8	0	his	True	-2	24	316	316	316	316	0	0	0	0
90	3	117	0	his	True	-2	25	0	0	0	0	216	216	488	832
90	3	123	0	his	True	-2	27	232	432	432	432	248	248	248	248
90	3	96	0	his	True	-2	28	464	464	464	464	152	152	152	152
90	3	10	0	his	True	-2	29	0	0	0	0	0	0	0	0
90	3	4	0	his	True	-2	30	100	100	428	916	224	412	412	412
90	3	154	0	his	True	-2	31	0	0	0	0	156	156	156	156
90	3	62	0	his	True	-2	32	176	176	176	176	284	284	284	284
90	3	157	0	his	True	-2	33	116	116	116	116	204	204	204	204
90	3	143	0	his	True	-2	34	404	404	404	404	0	0	0	0
90	3	101	0	his	True	-2	35	0	0	0	0	204	352	352	352
90	3	114	0	his	True	-2	36	0	0	0	0	188	188	188	188
90	3	125	0	his	True	-2	37	120	120	120	120	144	480	480	480
90	3	46	0	his	True	-2	38	0	0	0	0	320	320	320	320
90	3	116	0	his	True	-2	39	0	0	0	0	152	152	152	152
90	3	193	0	his	True	-2	40	0	0	0	0	0	0	0	0
90	3	45	0	his	True	-2	41	0	0	0	0	0	0	0	0
90	3	94	0	his	True	-2	42	244	244	244	244	0	0	0	0
90	3	203	0	his	True	-2	43	0	0	0	0	180	180	180	180
90	8	13	0	his	True	-5	1	284	284	284	284	596	752	752	1020
90	8	170	0	his	True	-5	2	104	304	304	420	0	0	0	0
90	8	72	0	his	True	-5	3	364	364	364	364	144	144	144	144
90	8	143	0	his	True	-5	4	0	0	0	0	560	560	560	560
90	8	169	0	his	True	-5	5	572	572	572	936	0	0	0	0
90	8	172	0	his	True	-5	6	0	0	0	0	0	0	0	0
90	8	190	0	his	True	-5	7	0	0	0	0	136	136	388	872
90	8	36	0	his	True	-5	8	412	412	412	696	0	0	0	0
90	8	71	0	his	True	-5	10	172	172	172	172	116	116	116	1664
90	8	21	0	his	True	-5	11	256	256	256	424	404	404	404	404
90	8	203	0	his	True	-5	12	232	232	232	736	0	0	0	0
90	8	140	0	his	True	-5	13	156	156	156	156	372	372	372	912
90	8	132	0	his	True	-5	14	356	356	356	356	136	136	136	136
90	8	131	0	his	True	-5	15	424	424	424	872	200	200	536	860
90	8	119	0	his	True	-5	16	0	0	0	0	188	996	996	996
90	8	69	0	his	True	-5	17	0	0	0	0	212	212	212	748
90	8	102	0	his	True	-5	18	0	0	0	0	308	308	308	776
90	8	187	0	his	True	-5	19	220	220	220	564	0	0	0	0
90	8	175	0	his	True	-5	20	0	0	0	0	176	176	1032	2116
90	8	182	0	his	True	-5	21	0	0	0	0	236	236	236	780
90	8	165	0	his	True	-5	22	0	0	0	0	248	660	660	660
90	8	197	0	his	True	-5	23	88	272	272	272	604	604	604	604
90	8	8	0	his	True	-5	24	0	0	0	0	180	180	180	516
90	8	117	0	his	True	-5	25	0	0	0	0	216	216	880	1668
90	8	123	0	his	True	-5	27	292	292	292	292	148	148	148	856
90	8	96	0	his	True	-5	28	364	364	364	364	512	512	512	512
90	8	10	0	his	True	-5	29	0	0	0	0	268	620	620	620
90	8	4	0	his	True	-5	30	0	0	0	0	264	388	388	988
90	8	154	0	his	True	-5	31	160	160	160	160	280	280	280	280
90	8	62	0	his	True	-5	32	196	196	196	196	236	236	236	488
90	8	157	0	his	True	-5	33	0	0	0	0	392	392	392	548
90	8	143	0	his	True	-5	34	0	0	0	0	452	452	452	452
90	8	101	0	his	True	-5	35	0	0	0	0	332	428	428	428
90	8	114	0	his	True	-5	36	0	0	0	0	180	180	180	1076
90	8	125	0	his	True	-5	37	304	304	304	304	144	144	144	384
90	8	46	0	his	True	-5	38	0	0	0	0	220	220	220	220
90	8	116	0	his	True	-5	39	284	520	520	520	0	0	0	0
90	8	193	0	his	True	-5	40	0	0	0	0	0	0	0	0
90	8	45	0	his	True	-5	41	0	0	0	0	300	300	300	676
90	8	94	0	his	True	-5	42	0	0	0	0	244	244	432	1040
90	8	203	0	his	True	-5	43	208	208	208	208	100	100	100	1128
91	1	143	0	He	True	?	1	284	284	284	284	140	140	140	140
91	1	105	0	He	True	?	2	212	212	212	212	156	256	256	256
91	1	180	0	He	True	?	3	0	0	0	0	324	484	484	484
91	1	101	0	He	True	?	4	0	0	0	0	300	440	440	440
91	1	127	0	He	True	?	5	0	0	0	0	0	0	0	0
91	1	67	0	He	True	?	6	244	244	244	244	172	172	172	172
91	1	60	0	He	True	?	7	252	252	252	252	0	0	0	0
91	1	17	0	He	True	?	8	0	0	0	0	244	416	416	416
91	1	27	0	He	True	?	9	0	0	0	0	0	0	0	0
91	1	77	0	He	True	?	10	264	264	264	264	128	128	128	128
91	1	98	0	He	True	?	11	0	0	0	0	332	332	332	332
91	1	80	0	He	True	?	12	0	0	0	0	0	0	0	0
91	1	135	0	He	True	?	13	308	308	308	308	156	156	156	156
91	1	157	0	He	True	?	14	0	0	0	0	72	764	764	764
91	1	182	0	He	True	?	15	0	0	0	0	260	260	260	260
91	1	35	0	He	True	?	16	236	236	236	236	228	372	372	372
91	1	102	0	He	True	?	17	316	316	316	316	548	1272	1272	1272
91	1	46	0	He	True	?	18	0	0	0	0	272	272	272	272
91	1	22	0	He	True	?	19	0	0	0	0	0	0	0	0
91	1	111	0	He	True	?	20	0	0	0	0	244	396	396	396
91	1	5	0	He	True	?	21	0	0	0	0	216	328	328	328
91	1	44	0	He	True	?	22	0	0	0	0	0	0	0	0
91	1	164	0	He	True	?	23	0	0	0	0	340	476	476	476
91	1	12	0	He	True	?	24	0	0	0	0	0	0	0	0
