sent_nr	word_pos	sent_pos	last_word	token	sent_has_unresolved	distance	subj_nr	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp
90	3	170	0	his	True	-3	2	172	172	172	172	156	156	156	156
90	3	72	0	his	True	-3	3	160	160	160	160	216	296	368	568
90	3	143	0	his	True	-3	4	0	0	0	0	204	204	204	204
90	3	169	0	his	True	-3	5	304	304	304	560	228	228	228	228
90	3	172	0	his	True	-3	6	232	232	232	232	148	276	276	276
90	3	190	0	his	True	-3	7	0	0	0	0	144	144	144	268
90	3	36	0	his	True	-3	8	448	448	448	448	0	0	0	0
90	3	71	0	his	True	-3	10	0	0	0	0	264	264	264	744
90	3	21	0	his	True	-3	11	236	236	404	564	0	0	0	0
90	3	203	0	his	True	-3	12	0	0	0	0	152	152	152	152
90	3	140	0	his	True	-3	13	232	232	232	232	164	164	164	164
90	3	132	0	his	True	-3	14	128	128	128	128	220	220	220	220
90	3	131	0	his	True	-3	15	220	220	220	320	0	0	0	0
90	3	119	0	his	True	-3	16	172	444	444	444	152	152	152	152
90	3	69	0	his	True	-3	17	132	132	132	132	180	180	180	180
90	3	102	0	his	True	-3	18	0	0	0	0	184	184	184	184
90	3	187	0	his	True	-3	19	108	108	108	108	116	304	304	304
90	3	175	0	his	True	-3	20	152	152	152	152	148	148	148	148
90	3	182	0	his	True	-3	21	0	0	0	0	0	0	0	0
90	3	165	0	his	True	-3	22	248	248	248	840	468	468	468	468
90	3	197	0	his	True	-3	23	240	240	240	908	0	0	0	0
90	3	8	0	his	True	-3	24	316	316	316	316	0	0	0	0
90	3	117	0	his	True	-3	25	0	0	0	0	216	216	488	832
90	3	123	0	his	True	-3	27	232	432	432	432	248	248	248	248
90	3	96	0	his	True	-3	28	464	464	464	464	152	152	152	152
90	3	10	0	his	True	-3	29	0	0	0	0	0	0	0	0
90	3	4	0	his	True	-3	30	100	100	428	916	224	412	412	412
90	3	154	0	his	True	-3	31	0	0	0	0	156	156	156	156
90	3	62	0	his	True	-3	32	176	176	176	176	284	284	284	284
90	3	157	0	his	True	-3	33	116	116	116	116	204	204	204	204
90	3	143	0	his	True	-3	34	404	404	404	404	0	0	0	0
90	3	101	0	his	True	-3	35	0	0	0	0	204	352	352	352
90	3	114	0	his	True	-3	36	0	0	0	0	188	188	188	188
90	3	125	0	his	True	-3	37	120	120	120	120	144	480	480	480
90	3	46	0	his	True	-3	38	0	0	0	0	320	320	320	320
90	3	116	0	his	True	-3	39	0	0	0	0	152	152	152	152
90	3	193	0	his	True	-3	40	0	0	0	0	0	0	0	0
90	3	45	0	his	True	-3	41	0	0	0	0	0	0	0	0
90	3	94	0	his	True	-3	42	244	244	244	244	0	0	0	0
90	3	203	0	his	True	-3	43	0	0	0	0	180	180	180	180
90	8	13	0	his	True	-4	1	284	284	284	284	596	752	752	1020
90	8	170	0	his	True	-4	2	104	304	304	420	0	0	0	0
90	8	72	0	his	True	-4	3	364	364	364	364	144	144	144	144
90	8	143	0	his	True	-4	4	0	0	0	0	560	560	560	560
90	8	169	0	his	True	-4	5	572	572	572	936	0	0	0	0
90	8	172	0	his	True	-4	6	0	0	0	0	0	0	0	0
90	8	190	0	his	True	-4	7	0	0	0	0	136	136	388	872
90	8	36	0	his	True	-4	8	412	412	412	696	0	0	0	0
90	8	71	0	his	True	-4	10	172	172	172	172	116	116	116	1664
90	8	21	0	his	True	-4	11	256	256	256	424	404	404	404	404
90	8	203	0	his	True	-4	12	232	232	232	736	0	0	0	0
90	8	140	0	his	True	-4	13	156	156	156	156	372	372	372	912
90	8	132	0	his	True	-4	14	356	356	356	356	136	136	136	136
90	8	131	0	his	True	-4	15	424	424	424	872	200	200	536	860
90	8	119	0	his	True	-4	16	0	0	0	0	188	996	996	996
90	8	69	0	his	True	-4	17	0	0	0	0	212	212	212	748
90	8	102	0	his	True	-4	18	0	0	0	0	308	308	308	776
90	8	187	0	his	True	-4	19	220	220	220	564	0	0	0	0
90	8	175	0	his	True	-4	20	0	0	0	0	176	176	1032	2116
90	8	182	0	his	True	-4	21	0	0	0	0	236	236	236	780
90	8	165	0	his	True	-4	22	0	0	0	0	248	660	660	660
90	8	197	0	his	True	-4	23	88	272	272	272	604	604	604	604
90	8	8	0	his	True	-4	24	0	0	0	0	180	180	180	516
90	8	117	0	his	True	-4	25	0	0	0	0	216	216	880	1668
90	8	123	0	his	True	-4	27	292	292	292	292	148	148	148	856
90	8	96	0	his	True	-4	28	364	364	364	364	512	512	512	512
90	8	10	0	his	True	-4	29	0	0	0	0	268	620	620	620
90	8	4	0	his	True	-4	30	0	0	0	0	264	388	388	988
90	8	154	0	his	True	-4	31	160	160	160	160	280	280	280	280
90	8	62	0	his	True	-4	32	196	196	196	196	236	236	236	488
90	8	157	0	his	True	-4	33	0	0	0	0	392	392	392	548
90	8	143	0	his	True	-4	34	0	0	0	0	452	452	452	452
90	8	101	0	his	True	-4	35	0	0	0	0	332	428	428	428
90	8	114	0	his	True	-4	36	0	0	0	0	180	180	180	1076
90	8	125	0	his	True	-4	37	304	304	304	304	144	144	144	384
90	8	46	0	his	True	-4	38	0	0	0	0	220	220	220	220
90	8	116	0	his	True	-4	39	284	520	520	520	0	0	0	0
90	8	193	0	his	True	-4	40	0	0	0	0	0	0	0	0
90	8	45	0	his	True	-4	41	0	0	0	0	300	300	300	676
90	8	94	0	his	True	-4	42	0	0	0	0	244	244	432	1040
90	8	203	0	his	True	-4	43	208	208	208	208	100	100	100	1128
93	5	193	0	his	True	-4	1	132	132	132	132	204	204	204	204
93	5	34	0	his	True	-4	2	224	224	224	288	0	0	0	0
93	5	28	0	his	True	-4	3	212	212	212	212	308	308	308	308
93	5	146	0	his	True	-4	4	0	0	0	0	216	216	216	216
93	5	163	0	his	True	-4	5	232	232	232	232	272	272	272	272
93	5	25	0	his	True	-4	6	0	0	0	0	256	256	256	256
93	5	124	0	his	True	-4	7	0	0	0	0	156	156	156	156
93	5	144	0	his	True	-4	8	0	0	0	0	148	308	308	308
93	5	1	0	his	True	-4	9	192	192	192	192	108	108	108	108
93	5	111	0	his	True	-4	10	0	0	0	0	0	0	0	0
93	5	25	0	his	True	-4	11	192	192	192	192	148	148	148	148
93	5	185	0	his	True	-4	12	0	0	0	0	264	264	584	1516
93	5	205	0	his	True	-4	13	152	152	152	152	120	120	120	120
93	5	167	0	his	True	-4	14	0	0	0	0	180	180	180	180
93	5	41	0	his	True	-4	15	0	0	0	0	212	212	212	212
93	5	2	0	his	True	-4	16	224	224	224	224	136	136	136	136
93	5	172	0	his	True	-4	17	0	0	0	0	164	164	164	164
93	5	92	0	his	True	-4	18	0	0	0	0	164	164	164	164
93	5	110	0	his	True	-4	19	36	36	36	36	228	300	300	300
93	5	62	0	his	True	-4	20	0	0	0	0	200	200	200	200
93	5	112	0	his	True	-4	21	0	0	0	0	124	124	124	124
93	5	10	0	his	True	-4	22	0	0	0	0	0	0	0	0
93	5	32	0	his	True	-4	23	176	176	176	176	152	512	512	512
93	5	177	0	his	True	-4	24	0	0	0	0	296	296	512	1016
93	5	135	0	his	True	-4	25	0	0	0	0	248	332	332	332
93	5	3	0	his	True	-4	27	0	0	0	0	348	348	348	348
93	5	90	0	his	True	-4	28	0	0	0	0	148	148	376	592
93	5	95	0	his	True	-4	29	0	0	0	0	236	236	236	236
93	5	1	0	his	True	-4	30	0	0	0	0	280	496	496	496
93	5	94	0	his	True	-4	31	0	0	0	0	132	188	188	188
93	5	29	0	his	True	-4	32	244	244	244	244	0	0	0	0
93	5	201	0	his	True	-4	33	152	152	152	152	224	224	224	224
93	5	12	0	his	True	-4	34	0	0	0	0	164	164	164	164
93	5	109	0	his	True	-4	35	192	192	192	192	200	200	200	200
93	5	148	0	his	True	-4	36	0	0	0	0	244	244	244	244
93	5	97	0	his	True	-4	37	188	188	188	188	0	0	0	0
93	5	62	0	his	True	-4	38	0	0	0	0	180	296	296	296
93	5	127	0	his	True	-4	39	0	0	0	0	428	428	428	584
93	5	88	0	his	True	-4	40	0	0	0	0	140	140	140	140
93	5	165	0	his	True	-4	41	140	140	140	140	244	244	244	244
93	5	124	0	his	True	-4	42	0	0	0	0	200	200	200	200
93	5	74	0	his	True	-4	43	0	0	0	0	216	216	216	216
101	8	82	0	his	False	-5	1	140	140	264	892	0	0	0	0
101	8	133	0	his	False	-5	2	0	0	0	0	220	220	220	304
101	8	192	0	his	False	-5	3	0	0	0	0	124	124	124	532
101	8	189	0	his	False	-5	4	0	0	0	0	164	164	164	164
101	8	66	0	his	False	-5	5	0	0	0	0	180	180	180	1856
101	8	184	0	his	False	-5	6	0	0	0	0	324	324	324	324
101	8	77	0	his	False	-5	7	132	132	352	2220	188	188	188	504
101	8	49	0	his	False	-5	8	236	236	552	836	0	0	0	0
101	8	178	0	his	False	-5	10	272	272	584	1480	160	160	160	1072
101	8	156	0	his	False	-5	11	276	276	276	276	164	164	164	164
101	8	155	0	his	False	-5	12	264	832	832	832	0	0	0	0
101	8	91	0	his	False	-5	13	212	212	212	212	284	284	284	284
101	8	4	0	his	False	-5	14	140	140	140	140	428	428	428	428
101	8	143	0	his	False	-5	15	0	0	0	0	236	236	236	656
101	8	148	0	his	False	-5	16	232	500	500	500	308	308	308	308
101	8	53	0	his	False	-5	17	0	0	0	0	424	424	424	620
101	8	35	0	his	False	-5	18	248	248	248	384	412	412	412	412
101	8	73	0	his	False	-5	19	280	280	280	1128	0	0	0	0
101	8	124	0	his	False	-5	20	0	0	0	0	292	292	292	716
101	8	35	0	his	False	-5	21	0	0	0	0	280	280	280	460
101	8	1	0	his	False	-5	22	0	0	0	0	156	668	1184	9172
101	8	26	0	his	False	-5	23	168	168	168	168	236	388	388	1056
101	8	66	0	his	False	-5	24	152	152	152	152	200	200	200	652
101	8	169	0	his	False	-5	25	220	220	220	220	136	136	136	316
101	8	172	0	his	False	-5	27	272	724	724	1136	0	0	0	0
101	8	182	0	his	False	-5	28	304	304	304	304	0	0	0	0
101	8	123	0	his	False	-5	29	0	0	0	0	244	368	368	368
101	8	42	0	his	False	-5	30	196	296	296	296	148	148	148	1388
101	8	53	0	his	False	-5	31	0	0	0	0	180	180	180	180
101	8	127	0	his	False	-5	32	324	324	324	496	284	596	596	596
101	8	54	0	his	False	-5	33	260	260	260	260	396	692	692	692
101	8	172	0	his	False	-5	34	0	0	0	0	160	160	160	896
101	8	22	0	his	False	-5	35	0	0	0	0	192	460	460	460
101	8	173	0	his	False	-5	36	0	0	0	0	236	236	236	608
101	8	71	0	his	False	-5	37	240	240	240	240	220	600	600	600
101	8	4	0	his	False	-5	38	140	140	140	140	324	488	488	808
101	8	53	0	his	False	-5	39	136	136	136	136	132	132	132	1108
101	8	187	0	his	False	-5	40	0	0	0	0	0	0	0	0
101	8	188	0	his	False	-5	41	228	228	228	228	0	0	0	0
101	8	140	0	his	False	-5	42	0	0	0	0	252	252	252	692
101	8	134	0	his	False	-5	43	220	220	220	296	288	288	288	920
102	5	122	0	his	False	-5	1	0	0	0	0	172	172	172	384
102	5	18	0	his	False	-5	2	0	0	0	0	208	208	208	208
102	5	167	0	his	False	-5	3	160	320	320	320	148	148	148	148
102	5	19	0	his	False	-5	4	0	0	0	0	244	244	392	1632
102	5	57	0	his	False	-5	5	368	368	368	368	0	0	0	0
102	5	179	0	his	False	-5	6	0	0	0	0	180	180	180	180
102	5	116	0	his	False	-5	7	96	96	96	96	0	0	0	0
102	5	34	0	his	False	-5	8	464	464	464	464	0	0	0	0
102	5	12	0	his	False	-5	10	0	0	0	0	144	144	144	144
102	5	179	0	his	False	-5	11	0	0	0	0	176	176	176	176
102	5	113	0	his	False	-5	12	128	128	128	128	0	0	0	0
102	5	102	0	his	False	-5	13	0	0	0	0	156	156	156	156
102	5	125	0	his	False	-5	14	196	196	196	196	184	184	184	184
102	5	194	0	his	False	-5	15	0	0	0	0	144	144	144	144
102	5	7	0	his	False	-5	16	164	164	164	164	140	140	140	140
102	5	123	0	his	False	-5	17	0	0	0	0	56	56	228	1768
102	5	138	0	his	False	-5	18	0	0	0	0	140	140	140	140
102	5	157	0	his	False	-5	19	188	188	188	188	112	112	112	112
102	5	159	0	his	False	-5	20	256	256	256	256	200	200	384	788
102	5	109	0	his	False	-5	21	0	0	0	0	144	144	144	144
102	5	26	0	his	False	-5	22	0	0	0	0	140	140	376	1968
102	5	202	0	his	False	-5	23	176	176	176	176	360	360	360	360
102	5	83	0	his	False	-5	24	168	168	168	168	140	140	140	140
102	5	138	0	his	False	-5	25	120	120	120	120	176	176	176	176
102	5	38	0	his	False	-5	27	240	240	240	240	160	292	292	292
102	5	92	0	his	False	-5	28	372	564	852	1072	292	292	292	292
102	5	90	0	his	False	-5	29	184	184	184	184	160	160	160	160
102	5	12	0	his	False	-5	30	440	440	664	1400	180	180	180	180
102	5	164	0	his	False	-5	31	144	144	144	256	196	196	196	196
102	5	179	0	his	False	-5	32	0	0	0	0	140	332	332	332
102	5	189	0	his	False	-5	33	192	192	192	192	168	168	168	168
102	5	63	0	his	False	-5	34	164	164	164	164	0	0	0	0
102	5	191	0	his	False	-5	35	0	0	0	0	188	188	188	188
102	5	47	0	his	False	-5	36	0	0	0	0	180	180	180	180
102	5	189	0	his	False	-5	37	284	284	284	284	196	284	284	284
102	5	144	0	his	False	-5	38	296	296	296	404	164	164	164	164
102	5	16	0	his	False	-5	39	0	0	0	0	40	220	380	1160
102	5	150	0	his	False	-5	40	148	148	148	148	128	128	128	388
102	5	77	0	his	False	-5	41	0	0	0	0	132	132	300	1416
102	5	128	0	his	False	-5	42	144	144	144	144	0	0	0	0
102	5	80	0	his	False	-5	43	0	0	0	0	176	176	176	176
102	8	122	0	his	False	-2	1	0	0	0	0	276	456	456	456
102	8	18	0	his	False	-2	2	148	148	148	648	0	0	0	0
102	8	167	0	his	False	-2	3	0	0	0	0	176	260	260	556
102	8	19	0	his	False	-2	4	152	152	152	152	144	472	472	756
102	8	57	0	his	False	-2	5	0	0	0	0	296	296	472	1880
102	8	179	0	his	False	-2	6	152	152	152	152	140	140	140	280
102	8	116	0	his	False	-2	7	36	36	36	36	180	180	384	2592
102	8	34	0	his	False	-2	8	0	0	0	0	192	392	392	392
102	8	12	0	his	False	-2	10	248	248	248	248	252	252	252	1164
102	8	179	0	his	False	-2	11	0	0	0	0	272	272	272	444
102	8	113	0	his	False	-2	12	0	0	0	0	168	168	168	1108
102	8	102	0	his	False	-2	13	264	264	264	264	272	508	508	708
102	8	125	0	his	False	-2	14	0	0	0	0	356	356	356	356
102	8	194	0	his	False	-2	15	220	220	220	220	172	172	172	172
102	8	7	0	his	False	-2	16	0	0	0	0	352	1036	1908	2120
102	8	123	0	his	False	-2	17	0	0	0	0	128	128	128	128
102	8	138	0	his	False	-2	18	0	0	0	0	184	184	184	184
102	8	157	0	his	False	-2	19	0	0	0	0	152	152	152	896
102	8	159	0	his	False	-2	20	164	164	164	164	192	192	192	700
102	8	109	0	his	False	-2	21	136	136	136	136	184	184	184	184
102	8	26	0	his	False	-2	22	0	0	0	0	304	476	476	1552
102	8	202	0	his	False	-2	23	144	144	144	144	368	368	524	1484
102	8	83	0	his	False	-2	24	0	0	0	0	204	204	204	204
102	8	138	0	his	False	-2	25	0	0	0	0	212	212	212	656
102	8	38	0	his	False	-2	27	0	0	0	0	332	608	608	608
102	8	92	0	his	False	-2	28	0	0	0	0	156	156	316	528
102	8	90	0	his	False	-2	29	276	276	276	276	152	152	152	288
102	8	12	0	his	False	-2	30	0	0	0	0	264	424	424	1472
102	8	164	0	his	False	-2	31	92	92	228	1044	168	168	168	168
102	8	179	0	his	False	-2	32	0	0	0	0	292	292	292	416
102	8	189	0	his	False	-2	33	180	180	180	368	144	308	308	904
102	8	63	0	his	False	-2	34	220	220	220	408	0	0	0	0
102	8	191	0	his	False	-2	35	124	124	124	124	0	0	0	0
102	8	47	0	his	False	-2	36	264	408	408	408	132	132	132	392
102	8	189	0	his	False	-2	37	128	128	128	128	116	116	116	412
102	8	144	0	his	False	-2	38	0	0	0	0	144	144	144	144
102	8	16	0	his	False	-2	39	240	240	240	240	104	104	104	104
102	8	150	0	his	False	-2	40	0	0	0	0	0	0	0	0
102	8	77	0	his	False	-2	41	188	324	324	324	156	328	328	508
102	8	128	0	his	False	-2	42	0	0	0	0	192	192	396	1324
102	8	80	0	his	False	-2	43	0	0	0	0	284	500	500	652
102	8	122	0	Paul	False	-2	1	0	0	0	0	276	456	456	456
102	8	18	0	Paul	False	-2	2	148	148	148	648	0	0	0	0
102	8	167	0	Paul	False	-2	3	0	0	0	0	176	260	260	556
102	8	19	0	Paul	False	-2	4	152	152	152	152	144	472	472	756
102	8	57	0	Paul	False	-2	5	0	0	0	0	296	296	472	1880
102	8	179	0	Paul	False	-2	6	152	152	152	152	140	140	140	280
102	8	116	0	Paul	False	-2	7	36	36	36	36	180	180	384	2592
102	8	34	0	Paul	False	-2	8	0	0	0	0	192	392	392	392
102	8	12	0	Paul	False	-2	10	248	248	248	248	252	252	252	1164
102	8	179	0	Paul	False	-2	11	0	0	0	0	272	272	272	444
102	8	113	0	Paul	False	-2	12	0	0	0	0	168	168	168	1108
102	8	102	0	Paul	False	-2	13	264	264	264	264	272	508	508	708
102	8	125	0	Paul	False	-2	14	0	0	0	0	356	356	356	356
102	8	194	0	Paul	False	-2	15	220	220	220	220	172	172	172	172
102	8	7	0	Paul	False	-2	16	0	0	0	0	352	1036	1908	2120
102	8	123	0	Paul	False	-2	17	0	0	0	0	128	128	128	128
102	8	138	0	Paul	False	-2	18	0	0	0	0	184	184	184	184
102	8	157	0	Paul	False	-2	19	0	0	0	0	152	152	152	896
102	8	159	0	Paul	False	-2	20	164	164	164	164	192	192	192	700
102	8	109	0	Paul	False	-2	21	136	136	136	136	184	184	184	184
102	8	26	0	Paul	False	-2	22	0	0	0	0	304	476	476	1552
102	8	202	0	Paul	False	-2	23	144	144	144	144	368	368	524	1484
102	8	83	0	Paul	False	-2	24	0	0	0	0	204	204	204	204
102	8	138	0	Paul	False	-2	25	0	0	0	0	212	212	212	656
102	8	38	0	Paul	False	-2	27	0	0	0	0	332	608	608	608
102	8	92	0	Paul	False	-2	28	0	0	0	0	156	156	316	528
102	8	90	0	Paul	False	-2	29	276	276	276	276	152	152	152	288
102	8	12	0	Paul	False	-2	30	0	0	0	0	264	424	424	1472
102	8	164	0	Paul	False	-2	31	92	92	228	1044	168	168	168	168
102	8	179	0	Paul	False	-2	32	0	0	0	0	292	292	292	416
102	8	189	0	Paul	False	-2	33	180	180	180	368	144	308	308	904
102	8	63	0	Paul	False	-2	34	220	220	220	408	0	0	0	0
102	8	191	0	Paul	False	-2	35	124	124	124	124	0	0	0	0
102	8	47	0	Paul	False	-2	36	264	408	408	408	132	132	132	392
102	8	189	0	Paul	False	-2	37	128	128	128	128	116	116	116	412
102	8	144	0	Paul	False	-2	38	0	0	0	0	144	144	144	144
102	8	16	0	Paul	False	-2	39	240	240	240	240	104	104	104	104
102	8	150	0	Paul	False	-2	40	0	0	0	0	0	0	0	0
102	8	77	0	Paul	False	-2	41	188	324	324	324	156	328	328	508
102	8	128	0	Paul	False	-2	42	0	0	0	0	192	192	396	1324
102	8	80	0	Paul	False	-2	43	0	0	0	0	284	500	500	652
104	3	95	0	his	False	-3	1	224	224	224	224	192	192	192	192
104	3	175	0	his	False	-3	2	0	0	0	0	152	152	152	152
104	3	184	0	his	False	-3	3	200	200	200	200	232	232	232	232
104	3	22	0	his	False	-3	4	0	0	0	0	0	0	0	0
104	3	196	0	his	False	-3	5	0	0	0	0	228	228	228	228
104	3	17	0	his	False	-3	6	0	0	0	0	136	136	136	136
104	3	147	0	his	False	-3	7	184	288	288	288	0	0	0	0
104	3	98	0	his	False	-3	8	208	208	208	208	0	0	0	0
104	3	201	0	his	False	-3	10	184	184	184	184	152	152	152	152
104	3	124	0	his	False	-3	11	180	180	180	180	128	128	128	128
104	3	5	0	his	False	-3	12	160	160	160	160	124	124	124	124
104	3	101	0	his	False	-3	13	232	232	232	232	164	164	164	164
104	3	142	0	his	False	-3	14	212	212	212	212	0	0	0	0
104	3	149	0	his	False	-3	15	132	132	132	132	0	0	0	0
104	3	49	0	his	False	-3	16	220	220	220	220	0	0	0	0
104	3	134	0	his	False	-3	17	0	0	0	0	192	192	192	192
104	3	67	0	his	False	-3	18	0	0	0	0	144	144	144	144
104	3	113	0	his	False	-3	19	156	156	156	156	112	112	112	112
104	3	15	0	his	False	-3	20	0	0	0	0	188	188	188	188
104	3	133	0	his	False	-3	21	0	0	0	0	132	132	132	132
104	3	185	0	his	False	-3	22	0	0	0	0	168	344	344	344
104	3	93	0	his	False	-3	23	204	204	204	204	156	156	156	464
104	3	78	0	his	False	-3	24	152	152	152	152	168	168	168	168
104	3	35	0	his	False	-3	25	240	240	240	240	80	80	224	600
104	3	76	0	his	False	-3	27	0	0	0	0	224	444	444	444
104	3	2	0	his	False	-3	28	0	0	0	0	84	552	752	948
104	3	27	0	his	False	-3	29	0	0	0	0	144	224	384	980
104	3	27	0	his	False	-3	30	288	288	288	288	212	212	212	212
104	3	139	0	his	False	-3	31	0	0	0	0	148	148	148	148
104	3	192	0	his	False	-3	32	188	188	188	188	204	204	204	204
104	3	76	0	his	False	-3	33	0	0	0	0	80	244	244	288
104	3	33	0	his	False	-3	34	0	0	0	0	288	392	392	392
104	3	27	0	his	False	-3	35	164	164	164	164	168	168	168	168
104	3	62	0	his	False	-3	36	0	0	0	0	0	0	0	0
104	3	9	0	his	False	-3	37	272	272	272	272	192	192	192	192
104	3	93	0	his	False	-3	38	0	0	0	0	228	228	228	228
104	3	22	0	his	False	-3	39	292	292	292	1456	432	432	644	940
104	3	82	0	his	False	-3	40	0	0	0	0	0	0	0	0
104	3	204	0	his	False	-3	41	208	208	208	208	116	116	116	116
104	3	138	0	his	False	-3	42	0	0	0	0	204	204	204	204
104	3	110	0	his	False	-3	43	0	0	0	0	160	160	160	160
106	3	108	0	his	False	-3	1	164	212	212	212	124	124	124	124
106	3	154	0	his	False	-3	2	164	164	164	164	116	116	116	116
106	3	177	0	his	False	-3	3	132	248	248	248	180	180	180	180
106	3	77	0	his	False	-3	4	0	0	0	0	32	208	208	208
106	3	108	0	his	False	-3	5	216	216	216	904	204	204	204	204
106	3	127	0	his	False	-3	6	124	124	124	124	0	0	0	0
106	3	16	0	his	False	-3	7	116	116	116	116	124	124	124	124
106	3	113	0	his	False	-3	8	224	224	224	224	0	0	0	0
106	3	76	0	his	False	-3	10	0	0	0	0	272	272	272	272
106	3	187	0	his	False	-3	11	164	164	164	164	148	148	148	148
106	3	194	0	his	False	-3	12	0	0	0	0	188	188	188	188
106	3	196	0	his	False	-3	13	184	184	184	184	128	128	128	128
106	3	160	0	his	False	-3	14	0	0	0	0	0	0	0	0
106	3	15	0	his	False	-3	15	0	0	0	0	260	260	260	260
106	3	16	0	his	False	-3	16	188	188	188	188	148	148	148	148
106	3	74	0	his	False	-3	17	0	0	0	0	192	192	192	192
106	3	97	0	his	False	-3	18	0	0	0	0	188	188	188	188
106	3	2	0	his	False	-3	19	200	200	200	200	104	104	104	104
106	3	196	0	his	False	-3	20	136	136	136	136	0	0	0	0
106	3	179	0	his	False	-3	21	128	128	128	128	128	128	128	128
106	3	23	0	his	False	-3	22	0	0	0	0	168	168	316	448
106	3	52	0	his	False	-3	23	176	176	176	176	268	268	268	268
106	3	137	0	his	False	-3	24	128	128	128	128	112	112	112	112
106	3	129	0	his	False	-3	25	264	264	264	828	192	316	316	316
106	3	146	0	his	False	-3	27	232	232	232	232	0	0	0	0
106	3	20	0	his	False	-3	28	120	228	228	228	192	704	704	704
106	3	116	0	his	False	-3	29	0	0	0	0	160	160	160	160
106	3	2	0	his	False	-3	30	248	248	248	248	0	0	0	0
106	3	143	0	his	False	-3	31	0	0	0	0	236	236	236	236
106	3	133	0	his	False	-3	32	244	244	244	244	228	228	228	228
106	3	52	0	his	False	-3	33	0	0	0	0	144	144	144	280
106	3	16	0	his	False	-3	34	0	0	0	0	180	180	180	180
106	3	159	0	his	False	-3	35	0	0	0	0	180	332	332	332
106	3	77	0	his	False	-3	36	0	0	0	0	248	248	248	248
106	3	18	0	his	False	-3	37	0	0	0	0	200	200	200	200
106	3	20	0	his	False	-3	38	0	0	0	0	224	224	224	292
106	3	112	0	his	False	-3	39	0	0	0	0	0	0	0	0
106	3	91	0	his	False	-3	40	0	0	0	0	0	0	0	0
106	3	22	0	his	False	-3	41	0	0	0	0	0	0	0	0
106	3	110	0	his	False	-3	42	0	0	0	0	140	140	140	140
106	3	85	0	his	False	-3	43	224	224	224	224	104	104	104	104
107	8	94	0	her	True	-7	1	148	148	148	148	220	508	508	508
107	8	104	0	her	True	-7	2	156	156	156	156	172	172	172	548
107	8	94	0	her	True	-7	3	232	444	444	444	116	196	196	196
107	8	6	0	her	True	-7	4	172	172	172	172	92	92	92	768
107	8	172	0	her	True	-7	5	380	380	380	660	0	0	0	0
107	8	123	0	her	True	-7	6	168	168	168	168	0	0	0	0
107	8	115	0	her	True	-7	7	180	180	352	588	312	312	448	1076
107	8	71	0	her	True	-7	8	192	192	192	192	140	140	140	400
107	8	183	0	her	True	-7	10	232	232	232	232	316	316	316	1128
107	8	154	0	her	True	-7	11	292	292	292	292	248	444	444	444
107	8	196	0	her	True	-7	12	348	348	348	832	0	0	0	0
107	8	84	0	her	True	-7	13	476	560	560	560	0	0	0	0
107	8	193	0	her	True	-7	14	220	220	392	596	348	348	348	348
107	8	199	0	her	True	-7	15	240	240	360	632	0	0	0	0
107	8	189	0	her	True	-7	16	200	484	484	484	456	456	612	1204
107	8	109	0	her	True	-7	17	404	404	516	596	0	0	0	0
107	8	109	0	her	True	-7	18	216	216	296	432	0	0	0	0
107	8	120	0	her	True	-7	19	120	120	120	120	312	312	312	1240
107	8	151	0	her	True	-7	20	0	0	0	0	304	304	416	976
107	8	124	0	her	True	-7	21	0	0	0	0	216	216	216	216
107	8	3	0	her	True	-7	22	264	264	704	1964	160	364	364	364
107	8	128	0	her	True	-7	23	172	172	172	172	468	468	468	752
107	8	17	0	her	True	-7	24	304	304	304	864	0	0	0	0
107	8	64	0	her	True	-7	25	168	168	168	168	212	212	400	508
107	8	17	0	her	True	-7	27	296	296	296	296	192	192	192	192
107	8	117	0	her	True	-7	28	232	368	368	368	100	100	100	100
107	8	151	0	her	True	-7	29	216	216	216	216	236	236	236	236
107	8	142	0	her	True	-7	30	196	196	196	676	232	232	444	636
107	8	130	0	her	True	-7	31	0	0	0	0	108	108	108	108
107	8	104	0	her	True	-7	32	164	164	164	164	212	212	212	212
107	8	96	0	her	True	-7	33	272	272	272	272	188	188	188	1144
107	8	129	0	her	True	-7	34	0	0	0	0	204	204	204	324
107	8	116	0	her	True	-7	35	148	148	148	148	164	164	164	164
107	8	194	0	her	True	-7	36	220	220	1128	1540	0	0	0	0
107	8	52	0	her	True	-7	37	140	140	556	1384	0	0	0	0
107	8	12	0	her	True	-7	38	220	220	220	220	124	124	124	124
107	8	54	0	her	True	-7	39	336	540	540	692	0	0	0	0
107	8	129	0	her	True	-7	40	0	0	0	0	140	140	140	308
107	8	13	0	her	True	-7	41	220	220	220	220	108	280	280	280
107	8	179	0	her	True	-7	42	168	168	168	312	0	0	0	0
107	8	27	0	her	True	-7	43	260	556	556	556	172	172	172	172
108	9	113	1	them.	True	-6	1	228	228	228	228	-999	-999	-999	-999
108	9	115	1	them.	True	-6	2	84	84	84	84	-999	-999	-999	-999
108	9	190	1	them.	True	-6	3	84	84	84	84	-999	-999	-999	-999
108	9	56	1	them.	True	-6	4	200	200	200	816	-999	-999	-999	-999
108	9	153	1	them.	True	-6	5	316	316	316	1216	-999	-999	-999	-999
108	9	91	1	them.	True	-6	6	0	0	0	0	-999	-999	-999	-999
